Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of \Request Payment\ followed by \Payment Handled\;Percentage of 'Request Payment' out of all 'Payment Handled';1.0;;B
Number of \Payment Handled\ with amounts above 100 euros;Number of 'Payment Handled' activities > 100 where ma is the last value of case:Amount;2304;;B
Frequency of \Declaration FINAL_APPROVED by SUPERVISOR\ leading to \Payment Handled\;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Payment Handled';1.0;;B
Percentage of \Payment Handled\ by \SYSTEM\;Percentage of 'Payment Handled' out of all cases;1.0;;B
Number of \Payment Handled\ made per year;"ERROR: computing metric {'count': ""activity == 'Payment Handled'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of \Declaration SUBMITTED by EMPLOYEE\ that lead to \Payment Handled\ without \Declaration REJECTED by PRE_APPROVER\;Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all cases where 'Declaration REJECTED by PRE_APPROVER' does not happen;0.99;;B
Frequency of \Payment Handled\ in relation to total events in the event log;Percentage of 'Payment Handled' out of all cases;0.96;;B
Percentage of \Payment Handled\ out of all final approval activities;Percentage of 'Payment Handled' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';1.0;;B
Number of \Payment Handled\ grouped by \case:BudgetNumber\;Number of 'Payment Handled' activities grouped by the last value of case:BudgetNumber;budget 86566:10044;"{""budget 86566"":10044}";A
Percentage of \Payment Handled\ by worker;Percentage of 'Payment Handled' out of all cases;STAFF MEMBER:0.0;"{""STAFF MEMBER"":0.0021881838,""SYSTEM"":1.0}";B
Percentage of \Payment Handled\ by worker;Percentage of 'Payment Handled' out of all cases;SYSTEM:1.0;"{""STAFF MEMBER"":0.0021881838,""SYSTEM"":1.0}";B
Average number of \Payment Handled\ in a month;"ERROR: computing metric {'count': ""activity == 'Payment Handled'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total \Payment Handled\ done by \SYSTEM\;Number of 'Payment Handled' activities == 'SYSTEM' where ma is the last value of org:resource;10043;;B
Ratio of \Payment Handled\ over \Request Payment\;Percentage of 'Payment Handled' out of all 'Request Payment';1.0;;B
Occasions how often the \Payment Handled\ is performed after \Declaration FINAL_APPROVED by SUPERVISOR\;Frequency of activity 'Payment Handled' for cases where activity 'Declaration FINAL_APPROVED by SUPERVISOR' occurs;10042;;B
The ratio of \Payment Handled\ that are followed by the end of the case;Percentage of 'Payment Handled' out of all cases;0.96;;B
