Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration SUBMITTED by EMPLOYEE';0.97;;A
Number of 'Declaration FINAL_APPROVED by SUPERVISOR' that are preceded by 'Declaration APPROVED by ADMINISTRATION';Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;7924;;B
Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' from all 'Request Payment';Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Request Payment';1.0;;A
Number of 'Declaration FINAL_APPROVED by SUPERVISOR' with amounts above 100 euros;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities > 100 where ma is the last value of case:Amount;2337;;B
Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' by 'STAFF MEMBER';Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases;;;D
Number of 'Declaration FINAL_APPROVED by SUPERVISOR' grouped by 'case:BudgetNumber';Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities grouped by the last value of case:BudgetNumber;budget 86566:10131;"{""budget 86566"":10131}";A
Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' followed by 'Payment Handled';Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Payment Handled';1.0;;B
Number of 'Declaration FINAL_APPROVED by SUPERVISOR' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration REJECTED by PRE_APPROVER' before 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration REJECTED by PRE_APPROVER';0.9;;B
Average number of 'Declaration FINAL_APPROVED by SUPERVISOR' in a month;"ERROR: computing metric {'count': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total 'Declaration FINAL_APPROVED by SUPERVISOR' done by 'STAFF MEMBER';Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities == 'STAFF MEMBER' where ma is the last value of org:role;;;D
Ratio of 'Declaration FINAL_APPROVED by SUPERVISOR' over 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration APPROVED by ADMINISTRATION';0.99;;B
Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' that lead to 'Payment Handled' within the same case;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Payment Handled';1.0;;B
Number of times 'Declaration FINAL_APPROVED by SUPERVISOR' is performed in relation to 'Declaration APPROVED by BUDGET OWNER';Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities for cases where activity 'Declaration APPROVED by BUDGET OWNER' occurs;2799;;B
Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all approval activities;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases where 'Declaration FINAL_APPROVED by SUPERVISOR' does not happen;0.96;;B
Frequency of 'Declaration FINAL_APPROVED by SUPERVISOR' in the most common process variant;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases;0.96;;B
Percentage of cases with 'Declaration FINAL_APPROVED by SUPERVISOR' that do not include 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases where 'Declaration REJECTED by PRE_APPROVER' does not happen;0.96;;A
