Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Frequency of \Declaration APPROVED by ADMINISTRATION\ followed by \Declaration FINAL_APPROVED by SUPERVISOR\;Frequency of activity 'Declaration APPROVED by ADMINISTRATION' for cases where activity 'Declaration FINAL_APPROVED by SUPERVISOR' occurs;7921.0;;B
Percentage of \Declaration APPROVED by ADMINISTRATION\ out of all \Declaration SUBMITTED by EMPLOYEE\;Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all 'Declaration SUBMITTED by EMPLOYEE';0.77;;B
Number of \Declaration APPROVED by ADMINISTRATION\ that are preceded by \Declaration SUBMITTED by EMPLOYEE\;Number of 'Declaration APPROVED by ADMINISTRATION' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;8202.0;;B
Percentage of \Declaration APPROVED by ADMINISTRATION\ that lead to a \Request Payment\;Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all 'Request Payment';0.79;;B
Frequency of \Declaration APPROVED by ADMINISTRATION\ in relation to \Declaration REJECTED by PRE_APPROVER\;Frequency of activity 'Declaration APPROVED by ADMINISTRATION' for cases where activity 'Declaration REJECTED by PRE_APPROVER' occurs;2.0;;B
Number of \Declaration APPROVED by ADMINISTRATION\ with amounts above 100 euros;Number of 'Declaration APPROVED by ADMINISTRATION' activities > 100 where ma is the last value of case:Amount;1907.0;;B
Percentage of \Declaration APPROVED by ADMINISTRATION\ by \STAFF MEMBER\;Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all cases;;;D
Number of \Declaration APPROVED by ADMINISTRATION\ made per year;"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by ADMINISTRATION'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of \Declaration APPROVED by ADMINISTRATION\ that are not dismissed;Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all cases where 'Declaration REJECTED by ADMINISTRATION' does not happen;0.76;;B
Average number of \Declaration APPROVED by ADMINISTRATION\ in a month;"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by ADMINISTRATION'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total \Declaration APPROVED by ADMINISTRATION\ done by \SYSTEM\;Number of 'Declaration APPROVED by ADMINISTRATION' activities == 'SYSTEM' where ma is the last value of org:resource;8138.0;;B
Ratio of \Declaration APPROVED by ADMINISTRATION\ over \Declaration REJECTED by ADMINISTRATION\;Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all 'Declaration REJECTED by ADMINISTRATION';0.77;;B
Frequency of \Declaration APPROVED by ADMINISTRATION\ in successful claim processes (ending with \Payment Handled\);Frequency of activity 'Declaration APPROVED by ADMINISTRATION' for cases where activity 'Payment Handled' occurs;7921.0;;B
Percentage of \Declaration APPROVED by ADMINISTRATION\ followed by \Declaration APPROVED by BUDGET OWNER\;Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all 'Declaration APPROVED by BUDGET OWNER';1.0;;B
Number of times \Declaration APPROVED by ADMINISTRATION\ is performed before \Declaration FINAL_APPROVED by SUPERVISOR\;Number of 'Declaration APPROVED by ADMINISTRATION' activities for cases where activity 'Declaration FINAL_APPROVED by SUPERVISOR' occurs;8138.0;;B
