Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of Declaration REJECTED by BUDGET OWNER out of all Declaration SUBMITTED by EMPLOYEE;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;A
Number of Declaration REJECTED by BUDGET OWNER with amounts above 100 euros;Number of 'Declaration REJECTED by BUDGET OWNER' activities > 100 where ma is the last value of case:Amount;9;;B
Percentage of Declaration REJECTED by BUDGET OWNER followed by Declaration SUBMITTED by EMPLOYEE;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
Number of Declaration REJECTED by BUDGET OWNER made per year;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by BUDGET OWNER'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of Declaration REJECTED by BUDGET OWNER that are not dismissed;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all cases where 'Declaration DISMISSED' does not happen;0.01;;B
Frequency of Declaration REJECTED by BUDGET OWNER before Declaration APPROVED by ADMINISTRATION;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration APPROVED by ADMINISTRATION';0.01;;B
Percentage of Declaration REJECTED by BUDGET OWNER out of all Declaration FINAL_APPROVED by SUPERVISOR;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.0;;A
Number of times Declaration REJECTED by BUDGET OWNER is performed in relation to Declaration APPROVED by BUDGET OWNER;Number of 'Declaration REJECTED by BUDGET OWNER' activities for cases where activity 'Declaration APPROVED by BUDGET OWNER' occurs;29;;B
Percentage of Declaration REJECTED by BUDGET OWNER by STAFF MEMBER;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all cases;;;D
Number of Declaration REJECTED by BUDGET OWNER grouped by case:BudgetNumber;Number of 'Declaration REJECTED by BUDGET OWNER' activities grouped by the last value of case:BudgetNumber;budget 86566:59;"{""budget 86566"":59}";A
Percentage of Declaration REJECTED by BUDGET OWNER followed by Request Payment;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Request Payment';0.0;;B
Average number of Declaration REJECTED by BUDGET OWNER in a month;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by BUDGET OWNER'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total Declaration REJECTED by BUDGET OWNER done by SYSTEM;Number of 'Declaration REJECTED by BUDGET OWNER' activities == 'SYSTEM' where ma is the last value of org:resource;45;;B
Ratio of Declaration REJECTED by BUDGET OWNER over Declaration APPROVED by PRE_APPROVER to reduce the number of cases when there is a Declaration REJECTED by PRE_APPROVER;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration APPROVED by PRE_APPROVER';0.0;;B
Occasions how often the Declaration REJECTED by BUDGET OWNER is performed in the context of travel expense claims;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all cases;0.01;;B
The ratio of Declaration REJECTED by BUDGET OWNER that are not eventually followed by Payment Handled;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all cases where 'Payment Handled' does not happen;0.01;;B
