Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of 'Request Payment' followed by 'Payment Handled';Percentage of 'Payment Handled' out of all 'Request Payment';1.0;;B
Number of 'Payment Handled' occurrences;Number of 'Payment Handled' activities;10044;;A
Percentage of 'Payment Handled' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Payment Handled' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';1.0;;A
Number of 'Payment Handled' that are preceded by 'Request Payment';Number of 'Payment Handled' activities for cases where activity 'Request Payment' occurs;10037;;B
Percentage of 'Payment Handled' with amounts above 100 euros;Percentage of 'Payment Handled' out of all cases;1.0;;B
Percentage of 'Payment Handled' by 'SYSTEM';Percentage of 'Payment Handled' out of all cases;1.0;;B
Number of 'Payment Handled' grouped by 'case:BudgetNumber';Number of 'Payment Handled' activities grouped by the last value of case:BudgetNumber;budget 86566:10044;"{""budget 86566"":10044}";A
Percentage of 'Payment Handled' by year;"ERROR: computing metric {'count': ""activity == 'Payment Handled'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'group_by': 'year'}";;;C
Frequency of 'Declaration SUBMITTED by EMPLOYEE' leading to 'Payment Handled' without 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Payment Handled' out of all 'Declaration SUBMITTED by EMPLOYEE';0.97;;B
Average number of 'Payment Handled' in a month;"ERROR: computing metric {'count': ""activity == 'Payment Handled'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total 'Payment Handled' performed by 'SYSTEM';Number of 'Payment Handled' activities == 'SYSTEM' where ma is the last value of org:resource;10043;;B
Ratio of 'Payment Handled' over 'Request Payment';Percentage of 'Payment Handled' out of all 'Request Payment';1.0;;B
Occasions how often 'Payment Handled' is performed after 'Declaration FINAL_APPROVED by SUPERVISOR';Number of 'Payment Handled' activities for cases where activity 'Declaration FINAL_APPROVED by SUPERVISOR' occurs;10042;;B
Percentage of 'Payment Handled' in relation to all activities in the event log;Percentage of 'Payment Handled' out of all cases;0.96;;A
Number of 'Payment Handled' made per year;"ERROR: computing metric {'count': ""activity == 'Payment Handled'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Payment Handled' that follow 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Payment Handled' out of all 'Declaration APPROVED by ADMINISTRATION';0.99;;B
Frequency of 'Payment Handled' in cases with 'Declaration REJECTED by PRE_APPROVER' compared to those without;Percentage of 'Payment Handled' out of all 'Declaration REJECTED by PRE_APPROVER';0.89;;B
Percentage of 'Payment Handled' in cases exceeding the average processing time from 'Declaration SUBMITTED by EMPLOYEE' to 'Payment Handled';Percentage of 'Payment Handled' out of all cases;0.96;;B
Number of 'Payment Handled' for each 'org:resource';Number of 'Payment Handled' activities grouped by the last value of org:resource;STAFF MEMBER:1;"{""STAFF MEMBER"":1,""SYSTEM"":10043}";A
Number of 'Payment Handled' for each 'org:resource';Number of 'Payment Handled' activities grouped by the last value of org:resource;SYSTEM:10043;"{""STAFF MEMBER"":1,""SYSTEM"":10043}";A
Percentage of 'Payment Handled' in relation to total cases in the event log;Percentage of 'Payment Handled' out of all cases;0.96;;A
