Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Frequency of 'Declaration REJECTED by MISSING' compared to 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
Percentage of 'Declaration REJECTED by MISSING' out of all rejection activities;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by MISSING'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity == 'Declaration REJECTED by ADMINISTRATION' or activity == 'Declaration REJECTED by EMPLOYEE' or activity == 'Declaration REJECTED by SUPERVISOR' or activity == 'Declaration REJECTED by PRE_APPROVER' or activity == 'Declaration REJECTED by BUDGET OWNER'""}";;;C
Frequency of 'Declaration REJECTED by MISSING' followed by 'Request Payment';Frequency of activity 'Declaration REJECTED by MISSING' for cases where activity 'Request Payment' occurs;60.0;;B
Percentage of 'Declaration REJECTED by MISSING' in relation to 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.01;;A
Number of 'Declaration REJECTED by MISSING' cases leading to a 'Payment Handled';Number of 'Declaration REJECTED by MISSING' activities for cases where activity 'Payment Handled' occurs;60.0;;B
Percentage of 'Declaration REJECTED by MISSING' by month to identify seasonal trends;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by MISSING'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'group_by': 'month'}";;;C
Frequency of 'Declaration REJECTED by MISSING' in cases with amounts above 100 euros;Number of 'Declaration REJECTED by MISSING' activities > 100 where ma is the last value of case:Amount;34.0;;B
Percentage of 'Declaration REJECTED by MISSING' that are resolved without leading to 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration REJECTED by MISSING' out of all cases where 'Declaration REJECTED by PRE_APPROVER' does not happen;0.01;;B
Number of 'Declaration REJECTED by MISSING' per year to observe trends over time;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by MISSING'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration REJECTED by MISSING' in the process variants leading to 'Payment Handled';Percentage of 'Declaration REJECTED by MISSING' out of all 'Payment Handled';0.01;;B
Frequency of 'Declaration REJECTED by MISSING' followed by any approval activity;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by MISSING'"", 'metric_condition': '> 0', 'aggregation': 'total', 'filter': ""activity == 'Declaration APPROVED by ADMINISTRATION' or activity == 'Declaration APPROVED by BUDGET OWNER' or activity == 'Declaration APPROVED by PRE_APPROVER' or activity == 'Declaration FINAL_APPROVED by SUPERVISOR'""}";;;C
Percentage of 'Declaration REJECTED by MISSING' in cases that were initially 'Declaration SUBMITTED by EMPLOYEE' and ended with 'Payment Handled';"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by MISSING'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity == 'Declaration SUBMITTED by EMPLOYEE' and activity == 'Payment Handled'""}";;;C
Number of 'Declaration REJECTED by MISSING' that occur after 'Declaration APPROVED by ADMINISTRATION';Number of 'Declaration REJECTED by MISSING' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;3.0;;B
Percentage of 'Declaration REJECTED by MISSING' in relation to all activities performed by 'STAFF MEMBER';Percentage of 'Declaration REJECTED by MISSING' out of all cases;;;D
Frequency of 'Declaration REJECTED by MISSING' in relation to the total number of declarations submitted;Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;A
Percentage of 'Declaration REJECTED by MISSING' that lead to a new submission ('Declaration SUBMITTED by EMPLOYEE') within 30 days;Percentage of 'Declaration REJECTED by MISSING' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
