Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Frequency of 'Declaration REJECTED by SUPERVISOR' compared to 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration APPROVED by ADMINISTRATION';0.03;;B
Percentage of 'Declaration REJECTED by SUPERVISOR' out of all rejection activities;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases where 'Declaration APPROVED by ADMINISTRATION' does not happen;0.03;;B
Number of 'Declaration REJECTED by SUPERVISOR' that are followed by 'Declaration SUBMITTED by EMPLOYEE';Number of 'Declaration REJECTED by SUPERVISOR' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;293;;B
Percentage of 'Declaration REJECTED by SUPERVISOR' from all 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.02;;A
Number of 'Declaration REJECTED by SUPERVISOR' with amounts above 100 euros;Number of 'Declaration REJECTED by SUPERVISOR' activities > 100 where ma is the last value of case:Amount;80;;B
Percentage of 'Declaration REJECTED by SUPERVISOR' by 'STAFF MEMBER';Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases;;;D
Number of 'Declaration REJECTED by SUPERVISOR' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by SUPERVISOR'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration REJECTED by SUPERVISOR' that lead to a 'Request Payment';Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Request Payment';0.02;;B
Frequency of 'Declaration REJECTED by SUPERVISOR' in the most common process variant;Frequency of activity 'Declaration REJECTED by SUPERVISOR';281;;B
Percentage of cases with 'Declaration REJECTED by SUPERVISOR' that are resolved within two months;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases;0.03;;B
Number of 'Declaration REJECTED by SUPERVISOR' followed by 'Declaration APPROVED by PRE_APPROVER' to address the goal of reducing 'Declaration REJECTED by PRE_APPROVER';Number of 'Declaration REJECTED by SUPERVISOR' activities for cases where activity 'Declaration APPROVED by PRE_APPROVER' occurs;13;;B
Percentage of 'Declaration REJECTED by SUPERVISOR' in relation to all declarations submitted by employees;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all 'Declaration SUBMITTED by EMPLOYEE';0.03;;A
Frequency of 'Declaration REJECTED by SUPERVISOR' before 'Declaration APPROVED by BUDGET OWNER';Frequency of activity 'Declaration REJECTED by SUPERVISOR' for cases where activity 'Declaration APPROVED by BUDGET OWNER' occurs;87;;B
Percentage of 'Declaration REJECTED by SUPERVISOR' out of all supervisory activities;Percentage of 'Declaration REJECTED by SUPERVISOR' out of all cases;1.0;;B
Number of 'Declaration REJECTED by SUPERVISOR' grouped by 'case:BudgetNumber';Number of 'Declaration REJECTED by SUPERVISOR' activities grouped by the last value of case:BudgetNumber;budget 86566:293;"{""budget 86566"":293}";A
