Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Frequency of 'Declaration REJECTED by ADMINISTRATION' compared to 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Declaration APPROVED by ADMINISTRATION';0.08;;B
Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all rejection activities;Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all cases where 'Declaration APPROVED by ADMINISTRATION' does not happen;0.08;;B
Number of 'Declaration REJECTED by ADMINISTRATION' that are followed by 'Declaration SUBMITTED by EMPLOYEE';Number of 'Declaration REJECTED by ADMINISTRATION' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;952;;B
Percentage of 'Declaration REJECTED by ADMINISTRATION' from all 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.06;;A
Frequency of 'Declaration REJECTED by ADMINISTRATION' in relation to total number of declarations processed;Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all cases where '' does not happen;0.08;;B
Percentage of 'Declaration REJECTED by ADMINISTRATION' followed by 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Declaration APPROVED by ADMINISTRATION';0.08;;B
Number of 'Declaration REJECTED by ADMINISTRATION' with amounts above 100 euros;Number of 'Declaration REJECTED by ADMINISTRATION' activities > 100 where ma is the last value of case:Amount;327;;B
Percentage of 'Declaration REJECTED by ADMINISTRATION' by month to identify trends over time;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by ADMINISTRATION'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'group_by': 'month'}";;;C
Frequency of 'Declaration REJECTED by ADMINISTRATION' before 'Request Payment';Frequency of activity 'Declaration REJECTED by ADMINISTRATION' for cases where activity 'Request Payment' occurs;636;;B
Percentage of 'Declaration REJECTED by ADMINISTRATION' that lead to a 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Declaration REJECTED by PRE_APPROVER';0.0;;B
Number of 'Declaration REJECTED by ADMINISTRATION' per department to identify areas with higher rejection rates;Number of 'Declaration REJECTED by ADMINISTRATION' activities grouped by the last value of org:role;ADMINISTRATION:5;"{""ADMINISTRATION"":5,""EMPLOYEE"":225,""MISSING"":0,""SUPERVISOR"":1,""UNDEFINED"":721}";B
