Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of Declaration FINAL_APPROVED by SUPERVISOR out of all Declaration SUBMITTED by EMPLOYEE;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration SUBMITTED by EMPLOYEE';0.97;;A
Number of Declaration FINAL_APPROVED by SUPERVISOR that are preceded by Declaration APPROVED by ADMINISTRATION;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;7924;;B
Percentage of Declaration FINAL_APPROVED by SUPERVISOR from all Declaration APPROVED by BUDGET OWNER;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration APPROVED by BUDGET OWNER';1.0;;A
Number of Declaration FINAL_APPROVED by SUPERVISOR with amounts above 100 euros;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities > 100 where ma is the last value of case:Amount;2337;;B
Percentage of Declaration FINAL_APPROVED by SUPERVISOR by STAFF MEMBER;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases;;;D
Number of Declaration FINAL_APPROVED by SUPERVISOR grouped by case:BudgetNumber;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities grouped by the last value of case:BudgetNumber;budget 86566:10131;"{""budget 86566"":10131}";A
Percentage of Declaration FINAL_APPROVED by SUPERVISOR by worker;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases;0.96;;B
Number of Declaration FINAL_APPROVED by SUPERVISOR made per year;"ERROR: computing metric {'count': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of Declaration FINAL_APPROVED by SUPERVISOR that are not dismissed;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases where 'Declaration REJECTED by PRE_APPROVER' does not happen;0.96;;B
Average number of Declaration FINAL_APPROVED by SUPERVISOR in a month;"ERROR: computing metric {'count': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total Declaration FINAL_APPROVED by SUPERVISOR done by SYSTEM;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities == 'SYSTEM' where ma is the last value of org:resource;10102;;B
Ratio of Declaration FINAL_APPROVED by SUPERVISOR over Declaration REJECTED by PRE_APPROVER;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration REJECTED by PRE_APPROVER';0.9;;B
Percentage of Declaration FINAL_APPROVED by SUPERVISOR followed by Request Payment;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Request Payment';1.0;;B
Number of times Declaration FINAL_APPROVED by SUPERVISOR is performed before Payment Handled;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities for cases where activity 'Payment Handled' occurs;10102;;B
Percentage of Declaration FINAL_APPROVED by SUPERVISOR with an increment in case:Amount compared to previous steps;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases;1.0;;B
Fraction of Declaration FINAL_APPROVED by SUPERVISOR that lead to Payment Handled within the same case;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Payment Handled';1.0;;B
Percentage of Declaration FINAL_APPROVED by SUPERVISOR from all activities in the event log;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases where '' does not happen;0.96;;B
Occasions how often the Declaration FINAL_APPROVED by SUPERVISOR is performed in relation to total process instances;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases;0.96;;B
Percentage of Declaration FINAL_APPROVED by SUPERVISOR that lead to a decrease in the frequency of Declaration REJECTED by PRE_APPROVER;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration REJECTED by PRE_APPROVER';0.9;;B
