Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of 'Request Payment' out of all 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Request Payment' out of all 'Declaration SUBMITTED by EMPLOYEE';0.97;;A
Number of 'Request Payment' that are preceded by 'Declaration FINAL_APPROVED by SUPERVISOR';Number of 'Request Payment' activities for cases where activity 'Declaration FINAL_APPROVED by SUPERVISOR' occurs;10038;;B
Percentage of 'Request Payment' followed by 'Payment Handled';Percentage of 'Request Payment' out of all 'Payment Handled';1.0;;B
Number of 'Request Payment' with amounts above 100 euros;Number of 'Request Payment' activities > 100 where ma is the last value of case:Amount;2303;;B
Percentage of 'Request Payment' by 'STAFF MEMBER';Percentage of 'Request Payment' out of all cases;;;D
Number of 'Request Payment' made per year;"ERROR: computing metric {'count': ""activity == 'Request Payment'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Request Payment' that are not dismissed;Percentage of 'Request Payment' out of all cases where 'Dismissed' does not happen;0.96;;A
Average number of 'Request Payment' in a month;"ERROR: computing metric {'count': ""activity == 'Request Payment'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Frequency of 'Declaration REJECTED by PRE_APPROVER' before 'Request Payment';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Request Payment';0.01;;B
Percentage of 'Request Payment' out of all 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Request Payment' out of all 'Declaration APPROVED by ADMINISTRATION';0.99;;A
Number of 'Request Payment' grouped by 'case:BudgetNumber';Number of 'Request Payment' activities grouped by the last value of case:BudgetNumber;budget 86566:10040;"{""budget 86566"":10040}";A
Percentage of 'Request Payment' from all 'Payment Handled';Percentage of 'Request Payment' out of all 'Payment Handled';1.0;;A
Ratio of 'Request Payment' over 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Request Payment' out of all 'Declaration REJECTED by PRE_APPROVER';0.89;;B
Occasions how often 'Request Payment' is performed after 'Declaration FINAL_APPROVED by SUPERVISOR';Number of 'Request Payment' activities for cases where activity 'Declaration FINAL_APPROVED by SUPERVISOR' occurs;10038;;B
Percentage of 'Request Payment' with an increment from 'Declaration SUBMITTED by EMPLOYEE' to 'Payment Handled';Percentage of 'Request Payment' out of all 'Declaration SUBMITTED by EMPLOYEE';0.97;;B
Total 'Request Payment' done by 'SYSTEM';Number of 'Request Payment' activities == 'SYSTEM' where ma is the last value of org:resource;10036;;B
Fraction of 'Request Payment' that are dismissed after 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Request Payment' out of all 'Declaration APPROVED by ADMINISTRATION';0.99;;B
Percentage of 'Request Payment' with appeal following 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Request Payment' out of all 'Declaration REJECTED by PRE_APPROVER';0.89;;B
