Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' followed by 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration APPROVED by ADMINISTRATION';0.0;;B
Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' that are preceded by 'Declaration SUBMITTED by EMPLOYEE';Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;1;;B
Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration APPROVED by ADMINISTRATION';0.0;;A
Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' with amounts above 100 euros;Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities > 100 where ma is the last value of case:Amount;1;;B
Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' by 'STAFF MEMBER';Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all cases;;;D
Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' grouped by 'case:BudgetNumber';Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities grouped by the last value of case:BudgetNumber;budget 86566:1;"{""budget 86566"":1}";A
Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' followed by 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration REJECTED by PRE_APPROVER';0.0;;B
Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration FOR_APPROVAL by ADMINISTRATION'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' that lead to 'Request Payment';Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Request Payment';0.0;;B
Number of times 'Declaration FOR_APPROVAL by ADMINISTRATION' is performed before 'Declaration APPROVED by BUDGET OWNER';Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities for cases where activity 'Declaration APPROVED by BUDGET OWNER' occurs;1;;B
Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' done after 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration SUBMITTED by EMPLOYEE';0.0;;B
Average number of 'Declaration FOR_APPROVAL by ADMINISTRATION' in a month;"ERROR: computing metric {'count': ""activity == 'Declaration FOR_APPROVAL by ADMINISTRATION'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total 'Declaration FOR_APPROVAL by ADMINISTRATION' done by 'STAFF MEMBER';Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities == 'STAFF MEMBER' where ma is the last value of org:role;;;D
Ratio of 'Declaration FOR_APPROVAL by ADMINISTRATION' over 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration FOR_APPROVAL by ADMINISTRATION' out of all 'Declaration REJECTED by PRE_APPROVER';0.0;;B
Occasions how often the 'Declaration FOR_APPROVAL by ADMINISTRATION' is performed before 'Declaration FINAL_APPROVED by SUPERVISOR';Number of 'Declaration FOR_APPROVAL by ADMINISTRATION' activities for cases where activity 'Declaration FINAL_APPROVED by SUPERVISOR' occurs;1;;B
