Name;Metric;Value;Agrupation
Time until SW-Reviewer Agreed from the start of the SW-Awaiting AE Assignment phase;The average of the duration between activity 'SW-Awaiting AE Assignment' and activity 'SW-Reviewer Agreed';22.24 days;
Time of SW-Reviewer Agreed relative to the total time of the SW-Initial Reviewer Selection activity;The average of the duration between activity 'SW-Initial Reviewer Selection' and activity 'SW-Reviewer Agreed';22.93 days;
Minimum time since the Reviewer Invitation Reminder 1 and SW-Reviewer Agreed are performed;The minimum of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'SW-Reviewer Agreed';10.03 minutes;
Average time for SW-Reviewer Agreed in the SW (first submission) round versus the RW (revision) round;"ERROR: computing metric {'begin': '', 'end': activity == 'SW-Reviewer Agreed'"", 'aggregation': 'average', 'group_by': 'case:round'}""";;
SW-Reviewer Agreed Cycle Time within the reviewer selection sub-process;The average of the duration between activity 'SW-AE Assign Reviewers' and activity 'SW-Reviewer Agreed';17.42 days;
Total time until SW-Reviewer Agreed is performed per manuscript;"ERROR: computing metric {'begin': '', 'end': activity == 'SW-Reviewer Agreed'"", 'aggregation': 'total', 'group_by': 'case:manuscript'}""";;
Minimum time until SW-Reviewer Agreed is performed in a successful review cycle;The minimum of the duration between the start of the case and activity 'SW-Reviewer Agreed';5.20 days;
Total time to SW-Reviewer Agreed grouped by the number of SW-AE Assign Reviewers events preceding it;"ERROR: computing metric {'begin': '', 'end': activity == 'SW-Reviewer Agreed'"", 'aggregation': 'total', 'group_by': 'case:count_SW-AE_Assign_Reviewers'}""";;
Minimum time between SW-AE Assign Reviewers and SW-Reviewer Agreed;The minimum of the duration between activity 'SW-AE Assign Reviewers' and activity 'SW-Reviewer Agreed';44.00 seconds;
Average time to SW-Reviewer Agreed grouped by case variant;"ERROR: computing metric {'begin': '', 'end': activity == 'SW-Reviewer Agreed'"", 'aggregation': 'average', 'group_by': 'case:variant'}""";;
Elapsed time between SW-Reviewer Declined and the subsequent SW-Reviewer Agreed;The average of the duration between activity 'SW-Reviewer Declined' and activity 'SW-Reviewer Agreed';19.14 days;
Total time it takes the SW-Reviewer Agreed to be done versus the total time for SW-Reviewer Unavailable;The sum of the duration between the start of the case and activity 'SW-Reviewer Agreed';1292.12 days;
Total time it takes SW-Reviewer Agreed after the execution of SW-Reviewer Selection is 3 days late;The sum of the duration between activity 'SW-Reviewer Selection is 3 days late' and activity 'SW-Reviewer Agreed';284.08 days;
Average time from SW-Reviewer Agreed to SW-Awaiting EIC Decision;The average of the duration between activity 'SW-Reviewer Agreed' and activity 'SW-Awaiting EIC Decision';71.63 days;
Time from Plagiarism Originality Report Completed to SW-Reviewer Agreed;The average of the duration between activity 'Plagiarism Originality Report Completed' and activity 'SW-Reviewer Agreed';27.77 days;
Difference in total time for SW-Reviewer Agreed between variants with and without SW-Reviewer Unavailable events;"ERROR: computing metric {'begin': '', 'end': activity == 'SW-Reviewer Agreed'"", 'aggregation': 'total', 'group_by': 'case:has_SW-Reviewer_Unavailable'}""";;
Stability of SW-Reviewer Agreed time across different process variants describing the scientific review process;"ERROR: computing metric {'begin': '', 'end': activity == 'SW-Reviewer Agreed'"", 'aggregation': 'average', 'group_by': 'case:variant'}""";;
Average time from SW-AE Assign Reviewers to SW-Reviewer Agreed;The average of the duration between activity 'SW-AE Assign Reviewers' and activity 'SW-Reviewer Agreed';17.42 days;
