Name;Metric;Value;Agrupation
Average time from \Declaration SUBMITTED by EMPLOYEE\ to \Declaration REJECTED by BUDGET OWNER\;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by BUDGET OWNER';4.02 days;
Average time between \Declaration REJECTED by BUDGET OWNER\ and \Declaration SUBMITTED by EMPLOYEE\ for re-submission;The average of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Declaration SUBMITTED by EMPLOYEE';10.86 days;
Average resolution time for cases involving \Declaration REJECTED by BUDGET OWNER\;The average of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and the end of case where activity 'Declaration REJECTED by BUDGET OWNER occurs;16.82 days;
Total time spent in \Declaration REJECTED by BUDGET OWNER\ across all cases;The sum of the duration between activity Declaration REJECTED by BUDGET OWNER and the end of the case;975.53 days;
Average time from \Declaration REJECTED by BUDGET OWNER\ to \Declaration APPROVED by ADMINISTRATION\ in cases of re-submission;The average of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Declaration APPROVED by ADMINISTRATION';7.72 days;
Total resolution time of cases with \Declaration REJECTED by BUDGET OWNER\ compared to cases without this activity;The sum of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and the end of case where activity 'Declaration REJECTED by BUDGET OWNER occurs;975.53 days;
Minimum time it takes for a declaration to be re-submitted after being \Declaration REJECTED by BUDGET OWNER\;The minimum of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Declaration SUBMITTED by EMPLOYEE';2.27 hours;
Average time for a declaration to move from \Declaration REJECTED by BUDGET OWNER\ to \Declaration FINAL_APPROVED by SUPERVISOR\;The average of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';12.29 days;
Total time declarations spend in the process after being \Declaration REJECTED by BUDGET OWNER\ before \Request Payment\;The sum of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Request Payment';654.28 days;
Average waiting time before \Declaration REJECTED by BUDGET OWNER\ after \Declaration SUBMITTED by EMPLOYEE\;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by BUDGET OWNER';4.02 days;
Average time it takes from \Declaration REJECTED by BUDGET OWNER\ to the next activity in the process;The average of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and the end of case where activity 'Declaration REJECTED by BUDGET OWNER occurs;16.82 days;
Total time it takes for cases with \Declaration REJECTED by BUDGET OWNER\ to reach \Payment Handled\ compared to cases without this activity;The sum of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Payment Handled';797.04 days;
Minimum resolution time of cases with \Declaration REJECTED by BUDGET OWNER\ compared to the overall minimum resolution time;The minimum of the duration between activity Declaration REJECTED by BUDGET OWNER and the end of the case;47.33 minutes;
Average time from \Declaration REJECTED by BUDGET OWNER\ to \Declaration APPROVED by BUDGET OWNER\ in cases of successful re-approval;The average of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Declaration APPROVED by BUDGET OWNER';12.41 days;
Total time spent in activities between \Declaration REJECTED by BUDGET OWNER\ and \Declaration FINAL_APPROVED by SUPERVISOR\;The sum of the duration between activity 'Declaration REJECTED by BUDGET OWNER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';540.56 days;
