Name,Metric,Value,Agrupation
,ERROR: computing metric {},,
Frequency of \SW-Initial Reviewer Selection\ compared to \SW-AE Assign Reviewers\,Percentage of 'SW-Initial Reviewer Selection' out of all 'SW-AE Assign Reviewers',0.98,
Percentage of manuscripts that proceed to \SW-Reviewer Agreed\ after \SW-Initial Reviewer Selection\,Percentage of 'SW-Initial Reviewer Selection' out of all 'SW-Reviewer Agreed',0.98,
Number of \SW-Initial Reviewer Selection\ activities that lead to \SW-EIC Major Revision\,Number of 'SW-Initial Reviewer Selection' activities for cases where activity 'SW-EIC Major Revision' occurs,14.0,
Percentage of \SW-Initial Reviewer Selection\ followed by \Reviewer Invitation Reminder 1\,Percentage of 'SW-Initial Reviewer Selection' out of all 'Reviewer Invitation Reminder 1',0.89,
Frequency of \SW-Initial Reviewer Selection\ within each variant of the review process,"ERROR: computing metric {'count': ""activity == 'SW-Initial Reviewer Selection'"", 'metric_condition': '> 0', 'aggregation': 'total', 'group_by': 'variant'}",,
Percentage of \SW-Initial Reviewer Selection\ that result in \SW-Reviewer Declined\,Percentage of 'SW-Initial Reviewer Selection' out of all 'SW-Reviewer Declined',0.97,
Number of \SW-Initial Reviewer Selection\ activities per month,"ERROR: computing metric {'count': ""activity == 'SW-Initial Reviewer Selection'"", 'aggregation': 'total', 'group_by': 'month'}",,
Percentage of \SW-Initial Reviewer Selection\ followed by \SW-Reviewer Selection is due in 1 week\,Percentage of 'SW-Initial Reviewer Selection' out of all 'SW-Reviewer Selection is due in 1 week',1.0,
Frequency of \SW-Initial Reviewer Selection\ leading to a decision without \SW-Reviewer Agreed\,Frequency of activity 'SW-Initial Reviewer Selection' for cases where activity 'SW-Reviewer Agreed' does not occur,60.0,
Percentage of \SW-Initial Reviewer Selection\ in manuscripts that reach \SW-EIC Accept\,Percentage of 'SW-Initial Reviewer Selection' out of all 'SW-EIC Accept',1.0,
Number of \SW-Initial Reviewer Selection\ followed by \SW-Reviewer Unavailable\,Number of 'SW-Initial Reviewer Selection' activities for cases where activity 'SW-Reviewer Unavailable' occurs,23.0,
Percentage of \SW-Initial Reviewer Selection\ that precede \SW-Awaiting EIC Decision\,Percentage of 'SW-Initial Reviewer Selection' out of all 'SW-Awaiting EIC Decision',0.98,
Frequency of \SW-Initial Reviewer Selection\ in relation to total activities in the event log,Percentage of 'SW-Initial Reviewer Selection' out of all cases where '' does not happen,0.65,
Percentage of \SW-Initial Reviewer Selection\ that are followed by \Reviewer Invitation Reminder 2\,Percentage of 'SW-Initial Reviewer Selection' out of all 'Reviewer Invitation Reminder 2',0.88,
Number of \SW-Initial Reviewer Selection\ activities that are followed by \SW-AE Assign Reviewers\ within the same case,Number of 'SW-Initial Reviewer Selection' activities for cases where activity 'SW-AE Assign Reviewers' occurs,45.0,
Percentage of \SW-Initial Reviewer Selection\ that lead to \SW-Reviewer No Response\,Percentage of 'SW-Initial Reviewer Selection' out of all 'SW-Reviewer No Response',1.0,
