Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from 'Declaration SUBMITTED by EMPLOYEE' to 'Declaration REJECTED by ADMINISTRATION';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by ADMINISTRATION';8 days 07:56:15.401891;;A
Average time from 'Declaration REJECTED by ADMINISTRATION' to 'Declaration REJECTED by EMPLOYEE';The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration REJECTED by EMPLOYEE';3 days 13:50:56.539834;;A
Total time spent on 'Declaration REJECTED by ADMINISTRATION' across all cases;The sum of the duration between activity Declaration REJECTED by ADMINISTRATION and the end of the case;11718 days 12:26:59;;B
Average resolution time of 'Declaration REJECTED by ADMINISTRATION';The average of the duration between activity Declaration REJECTED by ADMINISTRATION and the end of the case;13 days 20:26:24.892435;;B
Minimum time from 'Declaration SUBMITTED by EMPLOYEE' to 'Declaration REJECTED by ADMINISTRATION';The minimum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by ADMINISTRATION';0 days 00:00:01;;A
Average time between 'Declaration REJECTED by ADMINISTRATION' and 'Declaration SUBMITTED by EMPLOYEE' for cases that are eventually approved;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration SUBMITTED by EMPLOYEE';7 days 21:26:24.422360;;B
Total resolution time of cases involving 'Declaration REJECTED by ADMINISTRATION';The sum of the duration between activity Declaration REJECTED by ADMINISTRATION and the end of the case;11718 days 12:26:59;;B
Average time it takes from 'Declaration REJECTED by ADMINISTRATION' to 'Declaration APPROVED by ADMINISTRATION' in cases where a declaration is resubmitted and approved;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration APPROVED by ADMINISTRATION';7 days 22:11:43.218944;;B
Minimum time it takes for a case to be resubmitted after 'Declaration REJECTED by ADMINISTRATION';The minimum of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration SUBMITTED by EMPLOYEE';0 days 00:06:26;;A
Average time from 'Declaration REJECTED by ADMINISTRATION' to 'Request Payment' in cases where the declaration is eventually processed;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Request Payment';13 days 13:25:37.794025;;B
Total time from 'Declaration REJECTED by ADMINISTRATION' to the final activity in the process for cases that are resubmitted and approved;The sum of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and the end of case where activity 'Declaration APPROVED by ADMINISTRATION occurs;10927 days 12:53:59;;A
Average time from 'Declaration REJECTED by ADMINISTRATION' to 'Declaration FINAL_APPROVED by SUPERVISOR' in cases that are resubmitted and approved;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';10 days 12:52:47.882075;;B
Minimum resolution time of 'Declaration REJECTED by ADMINISTRATION' in cases that are eventually approved;The minimum of the duration between activity Declaration REJECTED by ADMINISTRATION and the end of the case;0 days 00:55:51;;B
Average time from 'Declaration REJECTED by ADMINISTRATION' to 'Declaration APPROVED by BUDGET OWNER' in cases that are resubmitted and approved;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration APPROVED by BUDGET OWNER';10 days 02:04:48.521368;;B
Total time from 'Declaration REJECTED by ADMINISTRATION' to 'Payment Handled' in cases that are resubmitted and approved;The sum of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Payment Handled';10860 days 09:50:12;;B
