Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from Declaration FOR_APPROVAL by ADMINISTRATION to Declaration APPROVED by ADMINISTRATION;The average of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration APPROVED by ADMINISTRATION';1 days 00:23:47;;A
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration FOR_APPROVAL by ADMINISTRATION;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration FOR_APPROVAL by ADMINISTRATION';20 days 12:04:10;;A
Total time for Declaration FOR_APPROVAL by ADMINISTRATION to reach Declaration FINAL_APPROVED by SUPERVISOR;The sum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';7 days 02:28:03;;A
Minimum time from Declaration FOR_APPROVAL by ADMINISTRATION to Request Payment;The minimum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Request Payment';8 days 23:30:32;;A
Average time between Declaration FOR_APPROVAL by ADMINISTRATION and Declaration REJECTED by PRE_APPROVER;The average of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Total resolution time of Declaration FOR_APPROVAL by ADMINISTRATION before Declaration APPROVED by BUDGET OWNER;The sum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration APPROVED by BUDGET OWNER';1 days 01:02:42;;B
Minimum time for Declaration FOR_APPROVAL by ADMINISTRATION to be followed by Declaration APPROVED by ADMINISTRATION;The minimum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration APPROVED by ADMINISTRATION';1 days 00:23:47;;A
Average waiting time to Declaration FOR_APPROVAL by ADMINISTRATION after Declaration SUBMITTED by EMPLOYEE;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration FOR_APPROVAL by ADMINISTRATION';20 days 12:04:10;;A
Total time it takes Declaration FOR_APPROVAL by ADMINISTRATION after Declaration REJECTED by ADMINISTRATION;The sum of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration FOR_APPROVAL by ADMINISTRATION';20 days 11:44:01;;A
Average time it takes Declaration FOR_APPROVAL by ADMINISTRATION to be done before Declaration APPROVED by PRE_APPROVER;The average of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration APPROVED by PRE_APPROVER';;;D
Total time from Declaration FOR_APPROVAL by ADMINISTRATION to Payment Handled;The sum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Payment Handled';13 days 07:26:12;;A
Minimum resolution time of Declaration FOR_APPROVAL by ADMINISTRATION before reaching Declaration FINAL_APPROVED by SUPERVISOR;The minimum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';7 days 02:28:03;;B
Elapsed time between Declaration FOR_APPROVAL by ADMINISTRATION and Declaration REJECTED by PRE_APPROVER;The sum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Time until Declaration FOR_APPROVAL by ADMINISTRATION from the start of the case;The sum of the duration between the start of the case and activity 'Declaration FOR_APPROVAL by ADMINISTRATION';20 days 12:04:10;;A
Time from Declaration FOR_APPROVAL by ADMINISTRATION to the next activity;The sum of the duration between activity Declaration FOR_APPROVAL by ADMINISTRATION and the end of the case;13 days 07:26:12;;B
Declaration FOR_APPROVAL by ADMINISTRATION Cycle Time;The sum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration FOR_APPROVAL by ADMINISTRATION';0 days 00:00:00;;B
