Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from 'Declaration SUBMITTED by EMPLOYEE' to 'Declaration APPROVED by BUDGET OWNER';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by BUDGET OWNER';4 days, 12:07:21.001069;;A
Average time between 'Declaration APPROVED by BUDGET OWNER' and 'Declaration FINAL_APPROVED by SUPERVISOR';The average of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';3 days, 0:14:23.186919;;A
Total time for 'Declaration APPROVED by BUDGET OWNER' in cases where 'Declaration REJECTED by PRE_APPROVER' occurs;The sum of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and the end of case where activity 'Declaration REJECTED by PRE_APPROVER occurs;;;D
Average time to 'Declaration APPROVED by BUDGET OWNER' grouped by 'org:role';The average of the duration between the start of the case and activity 'Declaration APPROVED by BUDGET OWNER';ADMINISTRATION:NaT;"{""ADMINISTRATION"":null,""EMPLOYEE"":301198625,""MISSING"":null,""SUPERVISOR"":98327000,""UNDEFINED"":389596702}";A
Average time to 'Declaration APPROVED by BUDGET OWNER' grouped by 'org:role';The average of the duration between the start of the case and activity 'Declaration APPROVED by BUDGET OWNER';EMPLOYEE:3 days 11:39:58.625000;"{""ADMINISTRATION"":null,""EMPLOYEE"":301198625,""MISSING"":null,""SUPERVISOR"":98327000,""UNDEFINED"":389596702}";A
Average time to 'Declaration APPROVED by BUDGET OWNER' grouped by 'org:role';The average of the duration between the start of the case and activity 'Declaration APPROVED by BUDGET OWNER';MISSING:NaT;"{""ADMINISTRATION"":null,""EMPLOYEE"":301198625,""MISSING"":null,""SUPERVISOR"":98327000,""UNDEFINED"":389596702}";A
Average time to 'Declaration APPROVED by BUDGET OWNER' grouped by 'org:role';The average of the duration between the start of the case and activity 'Declaration APPROVED by BUDGET OWNER';SUPERVISOR:1 days 03:18:47;"{""ADMINISTRATION"":null,""EMPLOYEE"":301198625,""MISSING"":null,""SUPERVISOR"":98327000,""UNDEFINED"":389596702}";A
Average time to 'Declaration APPROVED by BUDGET OWNER' grouped by 'org:role';The average of the duration between the start of the case and activity 'Declaration APPROVED by BUDGET OWNER';UNDEFINED:4 days 12:13:16.702645;"{""ADMINISTRATION"":null,""EMPLOYEE"":301198625,""MISSING"":null,""SUPERVISOR"":98327000,""UNDEFINED"":389596702}";A
Total resolution time of 'Declaration APPROVED by BUDGET OWNER';The sum of the duration between activity Declaration APPROVED by BUDGET OWNER and the end of the case;27251 days, 1:59:37;;B
Minimum time from 'Declaration APPROVED by ADMINISTRATION' to 'Declaration APPROVED by BUDGET OWNER';The minimum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration APPROVED by BUDGET OWNER';00:00:18;;A
Average waiting time to the 'Declaration APPROVED by BUDGET OWNER';The average of the duration between the start of the case and activity 'Declaration APPROVED by BUDGET OWNER';4 days, 12:07:21.001069;;B
Total time it takes 'Declaration APPROVED by BUDGET OWNER' after the execution of 'Declaration APPROVED by ADMINISTRATION';The sum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration APPROVED by BUDGET OWNER';6170 days, 10:40:00;;A
Minimum time between 'Declaration APPROVED by BUDGET OWNER' and 'Declaration FINAL_APPROVED by SUPERVISOR';The minimum of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';00:00:27;;A
Average time it takes the 'Declaration APPROVED by BUDGET OWNER' to be done in cases leading to 'Request Payment';The average of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Request Payment';6 days, 3:39:22.355866;;A
Total time for 'Declaration APPROVED by BUDGET OWNER' in successful payment cases ('Request Payment' -> 'Payment Handled');The sum of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Payment Handled';26902 days, 2:51:12;;B
Average time for 'Declaration APPROVED by BUDGET OWNER' in cases where the next activity is 'Declaration FINAL_APPROVED by SUPERVISOR';The average of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';3 days, 0:14:23.186919;;A
Total time since 'Declaration SUBMITTED by EMPLOYEE' and 'Declaration APPROVED by BUDGET OWNER' are performed;The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by BUDGET OWNER';12645 days, 19:51:30;;A
Minimum resolution time of 'Declaration APPROVED by BUDGET OWNER' in cases without 'Declaration REJECTED by PRE_APPROVER';The minimum of the duration between activity Declaration APPROVED by BUDGET OWNER and the end of the case;21:07:26;;B
Average time from 'Declaration APPROVED by BUDGET OWNER' to 'Request Payment' in cases with prior 'Declaration REJECTED by ADMINISTRATION';The average of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Request Payment';6 days, 21:43:24.246809;;B
