Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration REJECTED by EMPLOYEE;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by EMPLOYEE';8 days 19:18:16.757426;;A
Average time from Declaration REJECTED by EMPLOYEE to Declaration SUBMITTED by EMPLOYEE;The average of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration SUBMITTED by EMPLOYEE';6 days 06:36:13.441207;;A
Total time spent on cases with Declaration REJECTED by EMPLOYEE;The sum of the duration between activity Declaration REJECTED by EMPLOYEE and the end of the case;14814 days 07:41:12;;A
Average time between Declaration REJECTED by EMPLOYEE and Declaration APPROVED by ADMINISTRATION;The average of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration APPROVED by ADMINISTRATION';6 days 02:08:17.277108;;A
Total resolution time of Declaration REJECTED by EMPLOYEE cases;The sum of the duration between activity Declaration REJECTED by EMPLOYEE and the end of the case;14814 days 07:41:12;;B
Minimum time from Declaration REJECTED by EMPLOYEE to Declaration APPROVED by PRE_APPROVER;The minimum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration APPROVED by PRE_APPROVER';0 days 00:01:46;;A
Average time it takes Declaration REJECTED by EMPLOYEE after Declaration REJECTED by PRE_APPROVER;The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration REJECTED by EMPLOYEE';2 days 02:41:01.111111;;A
Total time from Declaration REJECTED by EMPLOYEE to Declaration FINAL_APPROVED by SUPERVISOR;The sum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';7727 days 06:55:45;;A
Minimum time from Declaration REJECTED by EMPLOYEE to Request Payment;The minimum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Request Payment';0 days 00:02:58;;A
Average time between Declaration REJECTED by EMPLOYEE and Payment Handled;The average of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Payment Handled';15 days 00:20:25.427646;;A
Total time it takes from Declaration REJECTED by EMPLOYEE to Declaration SUBMITTED by EMPLOYEE in cases of re-submission;The sum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration SUBMITTED by EMPLOYEE';6030 days 10:11:17;;B
Average waiting time to Declaration REJECTED by EMPLOYEE after Declaration SUBMITTED by EMPLOYEE;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by EMPLOYEE';8 days 19:18:16.757426;;B
Total time for Declaration REJECTED by EMPLOYEE cases to reach Payment Handled after re-submission;The sum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Payment Handled';13903 days 03:12:26;;B
Minimum resolution time of Declaration REJECTED by EMPLOYEE cases before successful approval;The minimum of the duration between activity Declaration REJECTED by EMPLOYEE and the end of the case;0 days 00:00:00;;B
Average time from Declaration REJECTED by EMPLOYEE to Declaration APPROVED by BUDGET OWNER;The average of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration APPROVED by BUDGET OWNER';7 days 19:11:39.723810;;A
Total time it takes Declaration REJECTED by EMPLOYEE after Declaration REJECTED by ADMINISTRATION;The sum of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration REJECTED by EMPLOYEE';3008 days 07:02:30;;A
Average time for Declaration REJECTED by EMPLOYEE cases to be re-submitted and finally approved;The average of the duration between activity Declaration REJECTED by EMPLOYEE and the end of the case;12 days 05:21:10.356436;;B
Minimum time it takes for a case with Declaration REJECTED by EMPLOYEE to be finalized with Payment Handled;The minimum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Payment Handled';1 days 06:19:23;;A
Average time from Declaration REJECTED by EMPLOYEE to Declaration FOR_APPROVAL by SUPERVISOR;The average of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration FOR_APPROVAL by SUPERVISOR';;;D
Total time from Declaration REJECTED by EMPLOYEE to Declaration APPROVED by PRE_APPROVER in the re-submission process;The sum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration APPROVED by PRE_APPROVER';249 days 06:28:25;;B
