Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from 'Declaration FINAL_APPROVED by SUPERVISOR' to 'Request Payment';The average of the duration between activity 'Declaration FINAL_APPROVED by SUPERVISOR' and activity 'Request Payment';3 days 07:02:46.683005;;A
Total time from 'Declaration SUBMITTED by EMPLOYEE' to 'Request Payment';The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Request Payment';80286 days 20:10:44;;A
Minimum time from 'Declaration APPROVED by ADMINISTRATION' to 'Request Payment';The minimum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Request Payment';0 days 00:01:24;;A
Average time between 'Request Payment' and 'Payment Handled';The average of the duration between activity 'Request Payment' and activity 'Payment Handled';3 days 13:47:24.830228;;A
Total resolution time of 'Request Payment';The sum of the duration between activity Request Payment and the end of the case;35936 days 18:33:16;;B
Minimum resolution time of 'Request Payment';The minimum of the duration between activity Request Payment and the end of the case;0 days 02:19:06;;B
Average waiting time to the 'Request Payment' after 'Declaration FINAL_APPROVED by SUPERVISOR';The average of the duration between activity 'Declaration FINAL_APPROVED by SUPERVISOR' and activity 'Request Payment';3 days 07:02:46.683005;;B
Total time it takes 'Request Payment' to be done after 'Declaration FINAL_APPROVED by SUPERVISOR';The sum of the duration between activity 'Declaration FINAL_APPROVED by SUPERVISOR' and activity 'Request Payment';33061 days 02:46:04;;A
Time until 'Request Payment' from the start of the case;The sum of the duration between the start of the case and activity 'Request Payment';80303 days 20:58:45;;A
Average time for 'Request Payment' in cases where 'Declaration REJECTED by PRE_APPROVER' occurred;The average of the duration between activity 'Request Payment' and the end of case where activity 'Declaration REJECTED by PRE_APPROVER occurs;3 days 20:17:30.666667;;B
Total time for 'Request Payment' in cases with 'Declaration APPROVED by BUDGET OWNER' before it;The sum of the duration between activity 'Request Payment' and the end of case where activity 'Declaration APPROVED by BUDGET OWNER occurs;9700 days 04:05:25;;B
Minimum time for 'Request Payment' in cases following 'Declaration REJECTED by ADMINISTRATION';The minimum of the duration between activity Request Payment and the end of the case;0 days 23:42:44;;B
Average time it takes 'Request Payment' after 'Declaration APPROVED by ADMINISTRATION';The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Request Payment';6 days 00:29:43.079227;;A
Total time it takes 'Request Payment' after 'Declaration APPROVED by PRE_APPROVER';The sum of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Request Payment';4145 days 17:31:51;;A
Minimum time it takes 'Request Payment' after 'Declaration REJECTED by EMPLOYEE';The minimum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Request Payment';0 days 00:02:58;;A
Average time from 'Declaration SUBMITTED by EMPLOYEE' to 'Request Payment' in cases without 'Declaration REJECTED by PRE_APPROVER';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Request Payment';7 days 23:56:23.468871;;B
Total time from 'Declaration APPROVED by ADMINISTRATION' to 'Request Payment' in cases with 'Declaration REJECTED by SUPERVISOR';The sum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Request Payment';2685 days 03:07:08;;B
Minimum time from 'Declaration FINAL_APPROVED by SUPERVISOR' to 'Request Payment' in cases leading to 'Payment Handled';The minimum of the duration between activity 'Declaration FINAL_APPROVED by SUPERVISOR' and activity 'Request Payment';0 days 00:00:00;;B
Time of 'Request Payment' in relation to the total case duration;The average of the duration between activity Request Payment and the end of the case;3 days 13:54:16.692829;;B
'Request Payment' Cycle Time in comparison to 'Declaration SUBMITTED by EMPLOYEE' to 'Declaration FINAL_APPROVED by SUPERVISOR' cycle time;The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';48644 days 22:08:38;;B
