Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration REJECTED by SUPERVISOR;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by SUPERVISOR';4 days 15:31:58.871886;;A
Average time between Declaration REJECTED by SUPERVISOR and Request Payment;The average of the duration between activity 'Declaration REJECTED by SUPERVISOR' and activity 'Request Payment';12 days 20:04:18.343137;;A
Total time from Declaration APPROVED by ADMINISTRATION to Declaration REJECTED by SUPERVISOR;The sum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration REJECTED by SUPERVISOR';645 days 03:23:24;;A
Average resolution time of Declaration REJECTED by SUPERVISOR cases;The average of the duration between activity Declaration REJECTED by SUPERVISOR and the end of the case;14 days 21:33:11.042705;;B
Minimum time from Declaration REJECTED by SUPERVISOR to Declaration SUBMITTED by EMPLOYEE for re-submission;The minimum of the duration between activity 'Declaration REJECTED by SUPERVISOR' and activity 'Declaration SUBMITTED by EMPLOYEE';0 days 00:11:38;;A
Average time it takes from Declaration REJECTED by SUPERVISOR to Declaration APPROVED by PRE_APPROVER;The average of the duration between activity 'Declaration REJECTED by SUPERVISOR' and activity 'Declaration APPROVED by PRE_APPROVER';7 days 07:02:18.600000;;A
Total resolution time for cases involving Declaration REJECTED by SUPERVISOR followed by Declaration APPROVED by BUDGET OWNER;The sum of the duration between activity 'Declaration REJECTED by SUPERVISOR' and activity 'Declaration APPROVED by BUDGET OWNER';458 days 01:13:50;;B
Minimum time between Declaration REJECTED by SUPERVISOR and Declaration FINAL_APPROVED by SUPERVISOR;The minimum of the duration between activity 'Declaration REJECTED by SUPERVISOR' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';0 days 00:11:40;;A
Average time from Declaration REJECTED by SUPERVISOR to the next activity in the process;The average of the duration between activity Declaration REJECTED by SUPERVISOR and the end of the case;14 days 21:33:11.042705;;B
Total time for all activities to be completed after Declaration REJECTED by SUPERVISOR;The sum of the duration between activity Declaration REJECTED by SUPERVISOR and the end of the case;4186 days 08:24:43;;A
Average waiting time to Declaration REJECTED by SUPERVISOR from the start of the case;The average of the duration between the start of the case and activity 'Declaration REJECTED by SUPERVISOR';4 days 15:31:58.871886;;B
Total time it takes for a case to be closed after Declaration REJECTED by SUPERVISOR;The sum of the duration between activity Declaration REJECTED by SUPERVISOR and the end of the case;4186 days 08:24:43;;A
Average time for Declaration REJECTED by SUPERVISOR in cases where it leads to a re-submission versus cases leading to case closure;The average of the duration between activity Declaration REJECTED by SUPERVISOR and the end of the case;14 days 21:33:11.042705;;B
Minimum resolution time of cases with Declaration REJECTED by SUPERVISOR followed by Payment Handled;The minimum of the duration between activity 'Declaration REJECTED by SUPERVISOR' and activity 'Payment Handled';3 days 01:54:58;;B
Average time from Declaration REJECTED by SUPERVISOR to Declaration REJECTED by PRE_APPROVER in the same case;The average of the duration between activity 'Declaration REJECTED by SUPERVISOR' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
