Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from 'Request Payment' to 'Payment Handled';The average of the duration between activity 'Request Payment' and activity 'Payment Handled';3 days, 13:47:24.830228;;A
Difference in average time from 'Declaration FINAL_APPROVED by SUPERVISOR' to 'Payment Handled' versus 'Declaration APPROVED by ADMINISTRATION' to 'Payment Handled';"ERROR: computing metric {'begin': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR' || activity == 'Declaration APPROVED by ADMINISTRATION'"", 'end': ""activity == 'Payment Handled'"", 'aggregation': 'average', 'group_by': 'concept:name'}";;;C
Average time from 'Declaration SUBMITTED by EMPLOYEE' to 'Payment Handled' for cases that include 'Declaration REJECTED by PRE_APPROVER';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Payment Handled';23 days, 12:51:47.027778;;B
Total time for 'Payment Handled' in cases where 'Declaration APPROVED by BUDGET OWNER' occurs versus cases without this activity;The sum of the duration between the beginning of the case and activity 'Payment Handled' for cases where activity 'Payment Handled' occurs;39481 days, 10:40:03;;B
Minimum time from 'Declaration FINAL_APPROVED by SUPERVISOR' to 'Payment Handled';The minimum of the duration between activity 'Declaration FINAL_APPROVED by SUPERVISOR' and activity 'Payment Handled';23:36:15;;A
Average time for 'Payment Handled' in cases with 'Declaration REJECTED by PRE_APPROVER' versus cases without this rejection;The average of the duration between the start of the case and activity 'Payment Handled';23 days, 12:51:47.027778;;B
Total resolution time of 'Payment Handled' for cases exceeding two months from 'Declaration SUBMITTED by EMPLOYEE';"ERROR: computing metric {'begin': ""activity == 'Declaration SUBMITTED by EMPLOYEE'"", 'end': ""activity == 'Payment Handled'"", 'aggregation': 'total', 'metric_condition': '> 2 months'}";;;C
Difference in total time for 'Payment Handled' between domestic declarations and pre-paid travel costs;"ERROR: computing metric {'begin': '', 'end': ""activity == 'Payment Handled'"", 'aggregation': 'total', 'group_by': ""case:Type // Assuming 'case:Type' distinguishes between domestic declarations and pre-paid travel costs""}";;;C
Average waiting time to 'Payment Handled' after 'Request Payment' for cases requiring director approval;The average of the duration between activity 'Request Payment' and activity 'Payment Handled';;;D
Minimum resolution time of 'Payment Handled' in cases with 'Declaration APPROVED by PRE_APPROVER';The minimum of the duration between the start of the case and activity 'Payment Handled';2 days, 3:28:44;;B
Total time it takes 'Payment Handled' after 'Declaration APPROVED by ADMINISTRATION' in the most frequent process variant;"ERROR: computing metric {'begin': ""activity == 'Declaration APPROVED by ADMINISTRATION'"", 'end': ""activity == 'Payment Handled'"", 'aggregation': 'total', 'group_by': ""case:processVariant // Assuming 'case:processVariant' indicates the process variant""}";;;C
Average time from 'Declaration SUBMITTED by EMPLOYEE' to 'Payment Handled' in cases ending with payment versus cases ending with trip taking place;"ERROR: computing metric {'begin': ""activity == 'Declaration SUBMITTED by EMPLOYEE'"", 'end': ""activity == 'Payment Handled'"", 'aggregation': 'average', 'group_by': ""case:endCondition // Assuming 'case:endCondition' indicates how the case ends""}";;;C
Total time for 'Payment Handled' across all variants where 'Declaration REJECTED by PRE_APPROVER' occurs;The sum of the duration between the beginning of the case and activity 'Payment Handled' for cases where activity 'Payment Handled' occurs;1694 days, 14:08:26;;A
Average time for 'Payment Handled' in the first quarter of each year compared to the rest of the year;"ERROR: computing metric {'begin': '', 'end': ""activity == 'Payment Handled'"", 'aggregation': 'average', 'group_by': ""time:quarter // Assuming 'time:quarter' can distinguish quarters of the year""}";;;C
Minimum time to 'Payment Handled' grouped by department for the year 2018;The minimum of the duration between the start of the case and activity 'Payment Handled';STAFF MEMBER:10 days 05:54:35;"{""STAFF MEMBER"":885275000,""SYSTEM"":92010000}";A
Minimum time to 'Payment Handled' grouped by department for the year 2018;The minimum of the duration between the start of the case and activity 'Payment Handled';SYSTEM:1 days 01:33:30;"{""STAFF MEMBER"":885275000,""SYSTEM"":92010000}";A
Difference in average time for 'Payment Handled' between cases filed immediately after incurring costs versus within two months after the trip;"ERROR: computing metric {'begin': '', 'end': ""activity == 'Payment Handled'"", 'aggregation': 'average', 'group_by': ""case:filingTime // Assuming 'case:filingTime' indicates when the case was filed relative to incurring costs""}";;;C
