Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from \Declaration SUBMITTED by EMPLOYEE\ to \Declaration APPROVED by ADMINISTRATION\;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by ADMINISTRATION';2 days, 14:16:11.181887;;A
Average time between \Declaration APPROVED by ADMINISTRATION\ and \Declaration FINAL_APPROVED by SUPERVISOR\;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';3 days, 4:12:26.541851;;A
Average resolution time for \Declaration APPROVED by ADMINISTRATION\;The average of the duration between activity Declaration APPROVED by ADMINISTRATION and the end of the case;9 days, 13:39:00.507579;;B
Total time from \Declaration APPROVED by ADMINISTRATION\ to \Request Payment\;The sum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Request Payment';47647 days, 7:48:09;;A
Minimum time from \Declaration APPROVED by ADMINISTRATION\ to \Declaration FINAL_APPROVED by SUPERVISOR\;The minimum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';00:00:13;;A
Average time it takes \Declaration APPROVED by ADMINISTRATION\ after \Declaration SUBMITTED by EMPLOYEE\;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by ADMINISTRATION';2 days, 14:16:11.181887;;A
Total resolution time of \Declaration APPROVED by ADMINISTRATION\;The sum of the duration between activity Declaration APPROVED by ADMINISTRATION and the end of the case;76387 days, 9:04:32;;B
Minimum resolution time of \Declaration APPROVED by ADMINISTRATION\;The minimum of the duration between activity Declaration APPROVED by ADMINISTRATION and the end of the case;00:18:39;;B
Average time for \Declaration APPROVED by ADMINISTRATION\ grouped by org:role;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case grouped by the last value of org:role;ADMINISTRATION:NaT;"{""ADMINISTRATION"":null,""EMPLOYEE"":1212853258,""MISSING"":null,""SUPERVISOR"":517170500,""UNDEFINED"":824069599}";B
Average time for \Declaration APPROVED by ADMINISTRATION\ grouped by org:role;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case grouped by the last value of org:role;EMPLOYEE:14 days 00:54:13.258621;"{""ADMINISTRATION"":null,""EMPLOYEE"":1212853258,""MISSING"":null,""SUPERVISOR"":517170500,""UNDEFINED"":824069599}";B
Average time for \Declaration APPROVED by ADMINISTRATION\ grouped by org:role;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case grouped by the last value of org:role;MISSING:NaT;"{""ADMINISTRATION"":null,""EMPLOYEE"":1212853258,""MISSING"":null,""SUPERVISOR"":517170500,""UNDEFINED"":824069599}";B
