Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration APPROVED by ADMINISTRATION;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by ADMINISTRATION';2 days, 14:16:11.181887;;A
Average time between Declaration APPROVED by ADMINISTRATION and Declaration FINAL_APPROVED by SUPERVISOR;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';3 days, 4:12:26.541851;;A
Total time for Declaration APPROVED by ADMINISTRATION across all cases;The sum of the duration between activity Declaration APPROVED by ADMINISTRATION and the end of the case;76387 days, 9:04:32;;B
Average time from Declaration APPROVED by ADMINISTRATION to Request Payment;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Request Payment';6 days, 0:29:43.079227;;A
Total resolution time of Declaration APPROVED by ADMINISTRATION;The sum of the duration between activity Declaration APPROVED by ADMINISTRATION and the end of the case;76387 days, 9:04:32;;B
Minimum time from Declaration SUBMITTED by EMPLOYEE to Declaration APPROVED by ADMINISTRATION;The minimum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by ADMINISTRATION';00:00:01;;A
Average time it takes Declaration APPROVED by ADMINISTRATION after Declaration REJECTED by PRE_APPROVER;The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration APPROVED by ADMINISTRATION';216 days, 21:38:57.500000;;A
Total time it takes Declaration APPROVED by ADMINISTRATION to be done after Declaration REJECTED by EMPLOYEE;The sum of the duration between activity 'Declaration REJECTED by EMPLOYEE' and activity 'Declaration APPROVED by ADMINISTRATION';5053 days, 22:39:00;;A
Minimum time between Declaration APPROVED by ADMINISTRATION and Declaration FINAL_APPROVED by SUPERVISOR;The minimum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';00:00:13;;A
Average time for Declaration APPROVED by ADMINISTRATION grouped by org:role;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case grouped by the last value of org:role;ADMINISTRATION:NaT;"{""ADMINISTRATION"":null,""EMPLOYEE"":1212853258,""MISSING"":null,""SUPERVISOR"":517170500,""UNDEFINED"":824069599}";A
Average time for Declaration APPROVED by ADMINISTRATION grouped by org:role;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case grouped by the last value of org:role;EMPLOYEE:14 days 00:54:13.258621;"{""ADMINISTRATION"":null,""EMPLOYEE"":1212853258,""MISSING"":null,""SUPERVISOR"":517170500,""UNDEFINED"":824069599}";A
Average time for Declaration APPROVED by ADMINISTRATION grouped by org:role;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case grouped by the last value of org:role;MISSING:NaT;"{""ADMINISTRATION"":null,""EMPLOYEE"":1212853258,""MISSING"":null,""SUPERVISOR"":517170500,""UNDEFINED"":824069599}";A
