Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from 'Declaration SUBMITTED by EMPLOYEE' to 'Declaration APPROVED by BUDGET OWNER';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by BUDGET OWNER';4 days 12:07:21.001069;;A
Average time from 'Declaration APPROVED by BUDGET OWNER' to 'Declaration FINAL_APPROVED by SUPERVISOR';The average of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';3 days 00:14:23.186919;;A
Average time from 'Declaration APPROVED by BUDGET OWNER' to 'Request Payment';The average of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Request Payment';6 days 03:39:22.355866;;A
Total time for 'Declaration APPROVED by BUDGET OWNER' in cases where 'Declaration REJECTED by PRE_APPROVER' occurs;The sum of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and the end of case where activity 'Declaration REJECTED by PRE_APPROVER occurs;;;D
Average resolution time of 'Declaration APPROVED by BUDGET OWNER' in successful payment cases;The average of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Payment Handled';9 days 14:55:10.111588;;B
Minimum time from 'Declaration APPROVED by BUDGET OWNER' to 'Payment Handled';The minimum of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Payment Handled';1 days 01:16:27;;A
Total resolution time of 'Declaration APPROVED by BUDGET OWNER' across all cases;The sum of the duration between activity Declaration APPROVED by BUDGET OWNER and the end of the case;27251 days 01:59:37;;B
Average time it takes 'Declaration APPROVED by BUDGET OWNER' after 'Declaration APPROVED by ADMINISTRATION';The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration APPROVED by BUDGET OWNER';2 days 04:45:27.467047;;A
Total time it takes from 'Declaration APPROVED by BUDGET OWNER' to 'Declaration FINAL_APPROVED by SUPERVISOR';The sum of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';8421 days 22:53:17;;A
Minimum time it takes from 'Declaration SUBMITTED by EMPLOYEE' to 'Declaration APPROVED by BUDGET OWNER';The minimum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by BUDGET OWNER';0 days 00:01:07;;A
Average waiting time to 'Declaration APPROVED by BUDGET OWNER' after 'Declaration APPROVED by ADMINISTRATION';The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration APPROVED by BUDGET OWNER';2 days 04:45:27.467047;;B
'Declaration APPROVED by BUDGET OWNER' Cycle Time in cases leading to 'Request Payment';The sum of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Request Payment';17201 days 22:45:47;;B
Total time for 'Declaration APPROVED by BUDGET OWNER' in cases without 'Declaration REJECTED by PRE_APPROVER';The average of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and the end of case where activity 'Declaration REJECTED by PRE_APPROVER does not occur;27251 days 01:59:37;;B
Average time for 'Declaration APPROVED by BUDGET OWNER' in cases followed by 'Declaration FINAL_APPROVED by SUPERVISOR' without intermediate rejections;The average of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';3 days 00:14:23.186919;;B
Minimum resolution time of 'Declaration APPROVED by BUDGET OWNER' in cases with direct approval flow (no rejections);The minimum of the duration between activity Declaration APPROVED by BUDGET OWNER and the end of the case;0 days 21:07:26;;B
