Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from 'Declaration FOR_APPROVAL by ADMINISTRATION' to 'Declaration APPROVED by ADMINISTRATION';The average of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration APPROVED by ADMINISTRATION';1 days 00:23:47;;A
Average time from 'Declaration SUBMITTED by EMPLOYEE' to 'Declaration FOR_APPROVAL by ADMINISTRATION';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration FOR_APPROVAL by ADMINISTRATION';20 days 12:04:10;;A
Total time for 'Declaration FOR_APPROVAL by ADMINISTRATION' to transition to any subsequent activity;The sum of the duration between activity Declaration FOR_APPROVAL by ADMINISTRATION and the end of the case;13 days 07:26:12;;B
Average waiting time before 'Declaration FOR_APPROVAL by ADMINISTRATION' is initiated after 'Declaration SUBMITTED by EMPLOYEE';The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration FOR_APPROVAL by ADMINISTRATION';20 days 12:04:10;;A
Total resolution time of 'Declaration FOR_APPROVAL by ADMINISTRATION';The sum of the duration between activity Declaration FOR_APPROVAL by ADMINISTRATION and the end of the case;13 days 07:26:12;;B
Minimum time from 'Declaration FOR_APPROVAL by ADMINISTRATION' to 'Declaration REJECTED by PRE_APPROVER';The minimum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Average time it takes 'Declaration FOR_APPROVAL by ADMINISTRATION' after the execution of 'Declaration APPROVED by BUDGET OWNER';The average of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Declaration FOR_APPROVAL by ADMINISTRATION';;;D
Total time it takes 'Declaration FOR_APPROVAL by ADMINISTRATION' to be done after 'Declaration SUBMITTED by EMPLOYEE';The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration FOR_APPROVAL by ADMINISTRATION';20 days 12:04:10;;A
Minimum time for 'Declaration FOR_APPROVAL by ADMINISTRATION' to transition to 'Declaration FINAL_APPROVED by SUPERVISOR';The minimum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';7 days 02:28:03;;A
Average time from 'Declaration FOR_APPROVAL by ADMINISTRATION' to 'Request Payment';The average of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Request Payment';8 days 23:30:32;;A
Total time from 'Declaration FOR_APPROVAL by ADMINISTRATION' to 'Payment Handled';The sum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Payment Handled';13 days 07:26:12;;A
Average time for 'Declaration FOR_APPROVAL by ADMINISTRATION' considering cases that lead to 'Declaration REJECTED by PRE_APPROVER';The average of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Minimum resolution time of 'Declaration FOR_APPROVAL by ADMINISTRATION' in cases successfully transitioning to 'Payment Handled';The minimum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Payment Handled';13 days 07:26:12;;B
Average time between 'Declaration FOR_APPROVAL by ADMINISTRATION' and 'Declaration APPROVED by ADMINISTRATION' in the process variants leading to 'Payment Handled';The average of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration APPROVED by ADMINISTRATION';1 days 00:23:47;;B
Total time for 'Declaration FOR_APPROVAL by ADMINISTRATION' in variants where 'Declaration REJECTED by PRE_APPROVER' occurs  aiming to identify bottlenecks or delays contributing to rejections.;The sum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and the end of case where activity 'Declaration REJECTED by PRE_APPROVER occurs;;;D
