Name;Metric;Value;Agrupation;Colonna77
;ERROR: computing metric {};;;
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration REJECTED by ADMINISTRATION;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by ADMINISTRATION';8 days 07:56:15.401891;;A
Average time between Declaration REJECTED by ADMINISTRATION and Declaration REJECTED by EMPLOYEE;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration REJECTED by EMPLOYEE';3 days 13:50:56.539834;;A
Total time from Declaration SUBMITTED by EMPLOYEE to Declaration REJECTED by ADMINISTRATION across all cases;The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by ADMINISTRATION';7047 days 19:13:10;;A
Average resolution time for Declaration REJECTED by ADMINISTRATION;The average of the duration between activity Declaration REJECTED by ADMINISTRATION and the end of the case;13 days 20:26:24.892435;;B
Minimum time from Declaration SUBMITTED by EMPLOYEE to Declaration REJECTED by ADMINISTRATION;The minimum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by ADMINISTRATION';0 days 00:00:01;;A
Average time from Declaration REJECTED by ADMINISTRATION to Declaration SUBMITTED by EMPLOYEE for re-submission;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration SUBMITTED by EMPLOYEE';8 days 06:42:22.772727;;A
Total resolution time of Declaration REJECTED by ADMINISTRATION cases;The sum of the duration between activity Declaration REJECTED by ADMINISTRATION and the end of the case;11718 days 12:26:59;;B
Minimum resolution time of Declaration REJECTED by ADMINISTRATION;The minimum of the duration between activity Declaration REJECTED by ADMINISTRATION and the end of the case;0 days 00:00:00;;B
Average time between Declaration REJECTED by ADMINISTRATION and Request Payment in cases where re-submission was successful;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Request Payment';13 days 13:25:37.794025;;B
Total time between Declaration REJECTED by ADMINISTRATION and Declaration FINAL_APPROVED by SUPERVISOR in re-submitted cases;The sum of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';6701 days 07:39:33;;B
Average time from Declaration REJECTED by ADMINISTRATION to Declaration APPROVED by ADMINISTRATION in re-submitted cases;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration APPROVED by ADMINISTRATION';7 days 22:11:43.218944;;B
Minimum time from Declaration REJECTED by ADMINISTRATION to Declaration APPROVED by ADMINISTRATION in re-submitted cases;The minimum of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration APPROVED by ADMINISTRATION';0 days 00:06:28;;B
Average time from Declaration REJECTED by ADMINISTRATION to Declaration REJECTED by PRE_APPROVER in cases with multiple rejections;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Total time from Declaration REJECTED by ADMINISTRATION to Declaration REJECTED by PRE_APPROVER in cases with multiple rejections;The sum of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Average time for Declaration REJECTED by ADMINISTRATION before successful final approval in re-submitted cases;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';10 days 12:52:47.882075;;B
Minimum time for Declaration REJECTED by ADMINISTRATION before successful Request Payment in re-submitted cases;The minimum of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Request Payment';0 days 02:02:14;;B
Average time from Declaration REJECTED by ADMINISTRATION to Payment Handled in cases that were eventually successful;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Payment Handled';17 days 01:49:36.433962;;A
