Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of 'Declaration APPROVED by ADMINISTRATION' before 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.79;;B
Number of 'Declaration APPROVED by ADMINISTRATION';Number of 'Declaration APPROVED by ADMINISTRATION' activities;8202;;A
Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all 'Declaration SUBMITTED by EMPLOYEE';0.77;;A
Number of 'Declaration APPROVED by ADMINISTRATION' that are preceded by 'Declaration SUBMITTED by EMPLOYEE';Number of 'Declaration APPROVED by ADMINISTRATION' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;8202;;B
Percentage of 'Declaration APPROVED by ADMINISTRATION' that lead to 'Request Payment';Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all 'Request Payment';0.79;;B
Percentage of 'Declaration APPROVED by ADMINISTRATION' from all 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.79;;A
Number of 'Declaration APPROVED by ADMINISTRATION' with amounts above 100 euros;Number of 'Declaration APPROVED by ADMINISTRATION' activities > 100 where ma is the last value of case:Amount;1907;;B
Percentage of 'Declaration APPROVED by ADMINISTRATION' by 'STAFF MEMBER';Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all cases;;;D
Number of 'Declaration APPROVED by ADMINISTRATION' grouped by 'org:role';Number of 'Declaration APPROVED by ADMINISTRATION' activities grouped by the last value of org:role;ADMINISTRATION:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":60,""MISSING"":0,""SUPERVISOR"":4,""UNDEFINED"":8138}";A
Number of 'Declaration APPROVED by ADMINISTRATION' grouped by 'org:role';Number of 'Declaration APPROVED by ADMINISTRATION' activities grouped by the last value of org:role;EMPLOYEE:60;"{""ADMINISTRATION"":0,""EMPLOYEE"":60,""MISSING"":0,""SUPERVISOR"":4,""UNDEFINED"":8138}";A
Number of 'Declaration APPROVED by ADMINISTRATION' grouped by 'org:role';Number of 'Declaration APPROVED by ADMINISTRATION' activities grouped by the last value of org:role;MISSING:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":60,""MISSING"":0,""SUPERVISOR"":4,""UNDEFINED"":8138}";A
Number of 'Declaration APPROVED by ADMINISTRATION' grouped by 'org:role';Number of 'Declaration APPROVED by ADMINISTRATION' activities grouped by the last value of org:role;SUPERVISOR:4;"{""ADMINISTRATION"":0,""EMPLOYEE"":60,""MISSING"":0,""SUPERVISOR"":4,""UNDEFINED"":8138}";A
