Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Frequency of 'Declaration REJECTED by ADMINISTRATION' compared to 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Declaration APPROVED by ADMINISTRATION';0.08;;B
Percentage of 'Declaration REJECTED by ADMINISTRATION' followed by 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Declaration SUBMITTED by EMPLOYEE';0.08;;B
Frequency of 'Declaration REJECTED by ADMINISTRATION' leading to 'Declaration REJECTED by EMPLOYEE';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Declaration REJECTED by EMPLOYEE';0.69;;B
Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all rejection activities;Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all cases where 'Declaration REJECTED by ADMINISTRATION' does not happen;0.08;;B
Number of 'Declaration REJECTED by ADMINISTRATION' in relation to 'Declaration FINAL_APPROVED by SUPERVISOR';Frequency of activity 'Declaration REJECTED by ADMINISTRATION' for cases where activity 'Declaration FINAL_APPROVED by SUPERVISOR' occurs;636;;A
Percentage of 'Declaration REJECTED by ADMINISTRATION' from all declarations submitted;Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Declaration SUBMITTED by EMPLOYEE';0.08;;B
Frequency of 'Declaration REJECTED by ADMINISTRATION' with amounts above 100 euros;Number of 'Declaration REJECTED by ADMINISTRATION' activities > 100 where ma is the last value of case:Amount;327;;B
Percentage of 'Declaration REJECTED by ADMINISTRATION' by 'STAFF MEMBER';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all cases;0.46;;B
Number of 'Declaration REJECTED by ADMINISTRATION' grouped by 'case:BudgetNumber';Number of 'Declaration REJECTED by ADMINISTRATION' activities grouped by the last value of case:BudgetNumber;budget 86566:952;"{""budget 86566"":952}";A
Percentage of 'Declaration REJECTED by ADMINISTRATION' by worker role;Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all cases;0.08;;B
Percentage of 'Declaration REJECTED by ADMINISTRATION' followed by 'Request Payment';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Request Payment';0.06;;B
Number of 'Declaration REJECTED by ADMINISTRATION' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by ADMINISTRATION'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration REJECTED by ADMINISTRATION' that are not dismissed;Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all cases where 'Declaration DISMISSED' does not happen;0.08;;A
Number of 'Declaration REJECTED by ADMINISTRATION' in relation to 'Declaration APPROVED by PRE_APPROVER';Frequency of activity 'Declaration REJECTED by ADMINISTRATION' for cases where activity 'Declaration APPROVED by PRE_APPROVER' occurs;0;;B
Percentage of 'Declaration REJECTED by ADMINISTRATION';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all cases where '' does not happen;0.08;;B
Number of times 'Declaration REJECTED by ADMINISTRATION' is performed;Number of 'Declaration REJECTED by ADMINISTRATION' activities;952;;A
Percentage of 'Declaration REJECTED by ADMINISTRATION' done after 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Declaration SUBMITTED by EMPLOYEE';0.08;;B
Average number of 'Declaration REJECTED by ADMINISTRATION' in a month;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by ADMINISTRATION'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total 'Declaration REJECTED by ADMINISTRATION' done by 'STAFF MEMBER';Number of 'Declaration REJECTED by ADMINISTRATION' activities == 'STAFF MEMBER' where ma is the last value of org:resource;231;;B
Fraction of 'Declaration REJECTED by ADMINISTRATION' that are dismissed;Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Declaration DISMISSED';;;D
Ratio of 'Declaration REJECTED by ADMINISTRATION' over 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Declaration APPROVED by ADMINISTRATION';0.08;;B
Occasions how often the 'Declaration REJECTED by ADMINISTRATION' is performed;Number of 'Declaration REJECTED by ADMINISTRATION' activities;952;;A
The ratio of 'Declaration REJECTED by ADMINISTRATION' that are not eventually performed;Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all cases where 'Declaration PERFORMED' does not happen;0.08;;B
Frequency of 'Declaration REJECTED by ADMINISTRATION' in variants leading to 'Payment Handled';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all 'Payment Handled';0.06;;B
Percentage of cases with 'Declaration REJECTED by ADMINISTRATION' leading to a re-submission by the same 'org:resource';Percentage of 'Declaration REJECTED by ADMINISTRATION' out of all cases;0.08;;B
