Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of \Declaration SUBMITTED by EMPLOYEE\ leading to \Payment Handled\;Percentage of 'Declaration SUBMITTED by EMPLOYEE' out of all 'Payment Handled';1.0;;B
Frequency of \Payment Handled\ per month;"ERROR: computing metric {'count': ""activity == 'Payment Handled'"", 'metric_condition': '> 0', 'aggregation': 'total', 'group_by': 'month'}";;;C
Percentage of \Payment Handled\ with amounts above 100 euros;Percentage of 'Payment Handled' out of all cases;1.0;;B
Number of \Payment Handled\ that are preceded by \Request Payment\;Number of 'Payment Handled' activities for cases where activity 'Request Payment' occurs;10037;;B
Percentage of \Payment Handled\ out of all \Declaration FINAL_APPROVED by SUPERVISOR\;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Payment Handled';1.0;;A
Frequency of \Declaration REJECTED by PRE_APPROVER\ leading to a re-submission and eventually \Payment Handled\;Frequency of activity 'Declaration REJECTED by PRE_APPROVER' for cases where activity 'Payment Handled' occurs;72;;B
Percentage of \Payment Handled\ by \SYSTEM\ resource;Percentage of 'Payment Handled' out of all cases;1.0;;B
Number of \Payment Handled\ grouped by \case:BudgetNumber\;Number of 'Payment Handled' activities grouped by the last value of case:BudgetNumber;budget 86566:10044;"{""budget 86566"":10044}";A
Percentage of \Payment Handled\ within two months after the trip;Percentage of 'Payment Handled' out of all cases;0.96;;B
Frequency of \Payment Handled\ for declarations with prior \Declaration APPROVED by ADMINISTRATION\;Frequency of activity 'Payment Handled' for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;7921;;A
Percentage of \Payment Handled\ for domestic trips without prior permission;Percentage of 'Payment Handled' out of all cases;0.96;;B
Number of \Payment Handled\ made per year;"ERROR: computing metric {'count': ""activity == 'Payment Handled'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage reduction in \Declaration REJECTED by PRE_APPROVER\ leading to \Payment Handled\;Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Payment Handled';0.01;;B
Frequency of \Payment Handled\ in relation to \Declaration APPROVED by BUDGET OWNER\;Frequency of activity 'Payment Handled' for cases where activity 'Declaration APPROVED by BUDGET OWNER' occurs;2798;;B
Percentage of \Payment Handled\ with an increment in \case:Amount\ from submission to payment;"ERROR: computing metric {'count': ""activity == 'Payment Handled'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': 'case:Amount increment from submission to payment'}";;;C
Total \Payment Handled\ performed by \SYSTEM\;Number of 'Payment Handled' activities == 'SYSTEM' where ma is the last value of org:resource;10043;;B
Ratio of \Payment Handled\ over \Declaration SUBMITTED by EMPLOYEE\;Percentage of 'Payment Handled' out of all 'Declaration SUBMITTED by EMPLOYEE';0.97;;B
Occasions how often \Payment Handled\ is performed after \Request Payment\;Number of 'Payment Handled' activities for cases where activity 'Request Payment' occurs;10037;;B
The ratio of \Payment Handled\ that are not eventually performed due to cancellation or rejection;Percentage of 'Payment Handled' out of all 'Cancellation';;;D
