Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of Declaration FINAL_APPROVED by SUPERVISOR out of all Declaration SUBMITTED by EMPLOYEE;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration SUBMITTED by EMPLOYEE';0.97;;A
Number of Declaration FINAL_APPROVED by SUPERVISOR that are preceded by Declaration APPROVED by ADMINISTRATION;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;7924;;B
Percentage of Declaration FINAL_APPROVED by SUPERVISOR from all Declaration APPROVED by BUDGET OWNER;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration APPROVED by BUDGET OWNER';1.0;;A
Number of Declaration FINAL_APPROVED by SUPERVISOR with amounts above 100 euros;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities > 100 where ma is the last value of case:Amount;2337;;B
Percentage of Declaration FINAL_APPROVED by SUPERVISOR by SUPERVISOR;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases;0.0;;A
Number of Declaration FINAL_APPROVED by SUPERVISOR grouped by org:role;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities grouped by the last value of org:role;ADMINISTRATION:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":0,""MISSING"":29,""SUPERVISOR"":0,""UNDEFINED"":10102}";A
Number of Declaration FINAL_APPROVED by SUPERVISOR grouped by org:role;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities grouped by the last value of org:role;EMPLOYEE:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":0,""MISSING"":29,""SUPERVISOR"":0,""UNDEFINED"":10102}";A
Number of Declaration FINAL_APPROVED by SUPERVISOR grouped by org:role;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities grouped by the last value of org:role;MISSING:29;"{""ADMINISTRATION"":0,""EMPLOYEE"":0,""MISSING"":29,""SUPERVISOR"":0,""UNDEFINED"":10102}";A
Number of Declaration FINAL_APPROVED by SUPERVISOR grouped by org:role;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities grouped by the last value of org:role;SUPERVISOR:0;"{""ADMINISTRATION"":0,""EMPLOYEE"":0,""MISSING"":29,""SUPERVISOR"":0,""UNDEFINED"":10102}";A
Number of Declaration FINAL_APPROVED by SUPERVISOR grouped by org:role;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities grouped by the last value of org:role;UNDEFINED:10102;"{""ADMINISTRATION"":0,""EMPLOYEE"":0,""MISSING"":29,""SUPERVISOR"":0,""UNDEFINED"":10102}";A
Percentage of Declaration FINAL_APPROVED by SUPERVISOR by worker;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases;0.96;;B
Number of Declaration FINAL_APPROVED by SUPERVISOR made per year;"ERROR: computing metric {'count': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of Declaration REJECTED by PRE_APPROVER followed by Declaration SUBMITTED by EMPLOYEE;Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
Average number of Declaration FINAL_APPROVED by SUPERVISOR in a month;"ERROR: computing metric {'count': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total Declaration FINAL_APPROVED by SUPERVISOR done by SUPERVISOR;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities == 'SUPERVISOR' where ma is the last value of org:role;0;;B
Ratio of Declaration FINAL_APPROVED by SUPERVISOR over Declaration APPROVED by ADMINISTRATION;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration APPROVED by ADMINISTRATION';0.99;;B
Occasions how often the Declaration FINAL_APPROVED by SUPERVISOR is performed after Declaration APPROVED by ADMINISTRATION;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;7924;;A
Percentage of Declaration FINAL_APPROVED by SUPERVISOR out of all activities in the event log;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases where '' does not happen;0.96;;B
Number of times Declaration REJECTED by PRE_APPROVER is performed before Declaration FINAL_APPROVED by SUPERVISOR;Number of 'Declaration REJECTED by PRE_APPROVER' activities for cases where activity 'Declaration FINAL_APPROVED by SUPERVISOR' occurs;78;;B
Percentage of Declaration FINAL_APPROVED by SUPERVISOR that lead to Request Payment;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Request Payment';1.0;;B
Percentage of Declaration FINAL_APPROVED by SUPERVISOR with an increment in case:Amount compared to Declaration SUBMITTED by EMPLOYEE;"ERROR: computing metric {'count': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""case:Amount > case:Amount at 'Declaration SUBMITTED by EMPLOYEE'""}";;;C
