Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.27;;A
Number of 'Declaration APPROVED by BUDGET OWNER' that are followed by 'Declaration FINAL_APPROVED by SUPERVISOR';Number of 'Declaration APPROVED by BUDGET OWNER' activities for cases where activity 'Declaration FINAL_APPROVED by SUPERVISOR' occurs;2811.0;;B
Percentage of 'Declaration APPROVED by BUDGET OWNER' from all approval activities;"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by BUDGET OWNER'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity == 'Declaration APPROVED by ADMINISTRATION' or activity == 'Declaration APPROVED by PRE_APPROVER' or activity == 'Declaration APPROVED by SUPERVISOR'""}";;;C
Number of 'Declaration APPROVED by BUDGET OWNER' with amounts above 100 euros;Number of 'Declaration APPROVED by BUDGET OWNER' activities > 100 where ma is the last value of case:Amount;722.0;;B
Percentage of 'Declaration APPROVED by BUDGET OWNER' by 'STAFF MEMBER';Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all cases;;;D
Number of 'Declaration APPROVED by BUDGET OWNER' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by BUDGET OWNER'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration APPROVED by BUDGET OWNER' that lead to 'Request Payment';Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Request Payment';0.28;;B
Average number of 'Declaration APPROVED by BUDGET OWNER' in a month;"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by BUDGET OWNER'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total 'Declaration APPROVED by BUDGET OWNER' done by 'ADMINISTRATION';Number of 'Declaration APPROVED by BUDGET OWNER' activities == 'ADMINISTRATION' where ma is the last value of org:role;0.0;;A
Ratio of 'Declaration APPROVED by BUDGET OWNER' over 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Declaration REJECTED by PRE_APPROVER';0.0;;B
Percentage of 'Declaration APPROVED by BUDGET OWNER' followed by 'Payment Handled';Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all 'Payment Handled';0.28;;B
Number of 'Declaration APPROVED by BUDGET OWNER' in relation to 'Declaration APPROVED by ADMINISTRATION';Number of 'Declaration APPROVED by BUDGET OWNER' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;2820.0;;A
Percentage of 'Declaration APPROVED by BUDGET OWNER' with an increment in case amount;Percentage of 'Declaration APPROVED by BUDGET OWNER' out of all cases;0.28;;B
Fraction of 'Declaration APPROVED by BUDGET OWNER' that are dismissed in the process variants;"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by BUDGET OWNER'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity == 'Declaration REJECTED by EMPLOYEE' or activity == 'Declaration REJECTED by ADMINISTRATION' or activity == 'Declaration REJECTED by SUPERVISOR' or activity == 'Declaration REJECTED by MISSING' or activity == 'Declaration REJECTED by PRE_APPROVER' or activity == 'Declaration REJECTED by BUDGET OWNER'""}";;;C
Occasions how often the 'Declaration APPROVED by BUDGET OWNER' is performed in the top 5 most frequent process variants;Frequency of activity 'Declaration APPROVED by BUDGET OWNER';2807.0;;B
