Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Percentage of Declaration REJECTED by BUDGET OWNER out of all Declaration SUBMITTED by EMPLOYEE;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;A
Number of Declaration REJECTED by BUDGET OWNER with amounts above 100 euros;Number of 'Declaration REJECTED by BUDGET OWNER' activities > 100 where ma is the last value of case:Amount;9;;B
Percentage of Declaration REJECTED by BUDGET OWNER followed by Declaration SUBMITTED by EMPLOYEE;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
Number of Declaration REJECTED by BUDGET OWNER that are preceded by Declaration APPROVED by ADMINISTRATION;Number of 'Declaration REJECTED by BUDGET OWNER' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;59;;B
Percentage of Declaration REJECTED by BUDGET OWNER from all Declaration FINAL_APPROVED by SUPERVISOR;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.0;;A
Frequency of Declaration REJECTED by BUDGET OWNER in relation to total declarations processed;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all cases;0.01;;B
Percentage of Declaration REJECTED by BUDGET OWNER by SUPERVISOR;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all cases;0.0;;B
Number of Declaration REJECTED by BUDGET OWNER made per year;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by BUDGET OWNER'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of Declaration REJECTED by BUDGET OWNER that lead to a new submission by the same EMPLOYEE;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
Frequency of Declaration REJECTED by BUDGET OWNER in variants where Declaration APPROVED by ADMINISTRATION occurs;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration APPROVED by ADMINISTRATION';0.01;;B
Percentage of Declaration REJECTED by BUDGET OWNER in cases with a budget above the median case amount;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by BUDGET OWNER'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': 'case:Amount > median(case:Amount)'}";;;C
Number of times Declaration REJECTED by BUDGET OWNER is performed before Request Payment;Number of 'Declaration REJECTED by BUDGET OWNER' activities for cases where activity 'Request Payment' occurs;45;;B
Percentage of Declaration REJECTED by BUDGET OWNER out of all rejections;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all cases where 'Declaration REJECTED by BUDGET OWNER' does not happen;0.01;;B
Frequency of Declaration REJECTED by BUDGET OWNER in cases that were eventually paid;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Payment Handled';0.0;;B
Percentage of Declaration REJECTED by BUDGET OWNER in cases that required director approval;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all cases;;;D
Number of Declaration REJECTED by BUDGET OWNER grouped by case:BudgetNumber;Number of 'Declaration REJECTED by BUDGET OWNER' activities grouped by the last value of case:BudgetNumber;budget 86566:59;"{""budget 86566"":59}";A
Percentage of Declaration REJECTED by BUDGET OWNER by ADMINISTRATION;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all cases;0.0;;B
Average number of Declaration REJECTED by BUDGET OWNER in a month;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by BUDGET OWNER'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total Declaration REJECTED by BUDGET OWNER done by STAFF MEMBER;Number of 'Declaration REJECTED by BUDGET OWNER' activities == 'STAFF MEMBER' where ma is the last value of org:role;;;D
Fraction of Declaration REJECTED by BUDGET OWNER that are dismissed and followed by Declaration SUBMITTED by EMPLOYEE;Percentage of 'Declaration REJECTED by BUDGET OWNER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
