Name;Metric;Value;Agrupation;Column77
;ERROR: computing metric {};;;
Frequency of 'Declaration REJECTED by PRE_APPROVER' compared to 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Declaration SUBMITTED by EMPLOYEE';0.01;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all rejection activities;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity == 'Declaration REJECTED by ADMINISTRATION' or activity == 'Declaration REJECTED by SUPERVISOR' or activity == 'Declaration REJECTED by BUDGET OWNER' or activity == 'Declaration REJECTED by PRE_APPROVER' or activity == 'Declaration REJECTED by EMPLOYEE'""}";;;C
Frequency of 'Declaration REJECTED by PRE_APPROVER' followed by 'Declaration SUBMITTED by EMPLOYEE';Frequency of activity 'Declaration REJECTED by PRE_APPROVER' for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;81;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' in relation to all approval and rejection activities;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity == 'Declaration APPROVED by ADMINISTRATION' or activity == 'Declaration APPROVED by BUDGET OWNER' or activity == 'Declaration APPROVED by PRE_APPROVER' or activity == 'Declaration REJECTED by ADMINISTRATION' or activity == 'Declaration REJECTED by SUPERVISOR' or activity == 'Declaration REJECTED by BUDGET OWNER' or activity == 'Declaration REJECTED by PRE_APPROVER'""}";;;C
Number of 'Declaration REJECTED by PRE_APPROVER' that lead to a 'Request Payment';Number of 'Declaration REJECTED by PRE_APPROVER' activities for cases where activity 'Request Payment' occurs;77;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' by 'org:resource';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all cases;STAFF MEMBER:0.02;"{""STAFF MEMBER"":0.0196936543,""SYSTEM"":0.0071691726}";B
Percentage of 'Declaration REJECTED by PRE_APPROVER' by 'org:resource';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all cases;SYSTEM:0.01;"{""STAFF MEMBER"":0.0196936543,""SYSTEM"":0.0071691726}";B
Number of 'Declaration REJECTED by PRE_APPROVER' with amounts above 100 euros;Number of 'Declaration REJECTED by PRE_APPROVER' activities > 100 where ma is the last value of case:Amount;22;;B
Frequency of 'Declaration REJECTED by PRE_APPROVER' per month;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'metric_condition': '> 0', 'aggregation': 'total', 'group_by': 'month'}";;;C
Percentage of 'Declaration REJECTED by PRE_APPROVER' followed by 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Declaration APPROVED by ADMINISTRATION';0.0;;B
Number of 'Declaration REJECTED by PRE_APPROVER' in cases that were eventually paid;Number of 'Declaration REJECTED by PRE_APPROVER' activities for cases where activity 'Payment Handled' occurs;77;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' in the first quarter of the year compared to the rest of the year;"ERROR: computing metric {'count': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'group_by': 'quarter'}";;;C
Frequency of 'Declaration REJECTED by PRE_APPROVER' in relation to 'Declaration APPROVED by PRE_APPROVER';Frequency of activity 'Declaration REJECTED by PRE_APPROVER' for cases where activity 'Declaration APPROVED by PRE_APPROVER' occurs;67;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' that are followed by 'Declaration REJECTED by EMPLOYEE';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Declaration REJECTED by EMPLOYEE';0.07;;B
Number of 'Declaration REJECTED by PRE_APPROVER' in cases with a budget number different from budget 86566;Number of 'Declaration REJECTED by PRE_APPROVER' activities != 86566 where ma is the last value of case:DeclarationNumber;86;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' in cases that required director approval;Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all cases;;;D
Frequency of 'Declaration REJECTED by PRE_APPROVER' in cases that were submitted after a domestic trip;Frequency of activity 'Declaration REJECTED by PRE_APPROVER';81;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' in cases that were submitted for pre-paid travel costs;Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all cases;0.01;;B
Number of 'Declaration REJECTED by PRE_APPROVER' in relation to the total number of declarations submitted by employees;Number of 'Declaration REJECTED by PRE_APPROVER' activities for cases where activity 'Declaration SUBMITTED by EMPLOYEE' occurs;86;;B
Frequency of 'Declaration REJECTED by PRE_APPROVER' in the process variants with more than 5 steps;Frequency of activity 'Declaration REJECTED by PRE_APPROVER';81;;B
Percentage of 'Declaration REJECTED by PRE_APPROVER' in the process variants that include 'Declaration APPROVED by BUDGET OWNER';Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Declaration APPROVED by BUDGET OWNER';0.0;;A
